Symbols	EntrezID	EnsemblID	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS.CoV.2_1	Series1_NHBE_SARS.CoV.2_2	Series1_NHBE_SARS.CoV.2_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Tag
TPM4	7171	ENSG00000167460	19840	17821	28103	16549	17956	52591	23219,0054443122	0,0623790285546818	0,0827675072002583	0,753665667418906	0,451050002375571	0,828395372383296	TPM4	NC
TPMT	7172	ENSG00000137364	548	387	692	342	423	1179	544,602251284241	-0,0851913000459459	0,140734737140311	-0,605332427352396	0,54495813937072	0,874747497729533	TPMT	NC
TPP1	1200	ENSG00000166340	1680	1831	3101	1401	1490	3901	2078,7458235003	-0,238594637099883	0,104858842983116	-2,27538880186101	0,0228826165383248	0,253249769935685	TPP1	NC
TPP2	7174	ENSG00000134900	591	508	967	390	485	1299	648,790315032708	-0,235384924743275	0,127205081868601	-1,85043648638519	0,0642506643135699	0,421440798124603	TPP2	NC
TPPP	11076	ENSG00000171368	138	147	177	137	119	370	167,802923349464	0,0926946496407959	0,186270899220747	0,497633554294195	0,618742349040069	0,900362701701981	TPPP	NC
TPR	7175	ENSG00000047410	2512	2239	3807	1966	2159	5892	2854,45855711027	-0,081537889796368	0,0897939946637239	-0,908055044234586	0,363849140546071	0,789126371696391	TPR	NC
TPRA1	131601	ENSG00000163870	212	218	336	291	175	621	284,829476528693	0,21091972309788	0,175978924947086	1,19855103763874	0,230702566329893	0,685690554793199	TPRA1	NC
TPRG1	285386	ENSG00000188001	19	20	44	21	21	59	27,7813818719242	0,0118457057292074	0,404426466663062	0,0292901348097882	0,976633194809616	0,994052575548072	TPRG1	NC
TPRG1L	127262	ENSG00000158109	689	629	1158	622	665	2019	867,2805759868	0,0878167366334601	0,111552026415964	0,787226726890665	0,43114915419629	0,820770612963011	TPRG1L	NC
TPRKB	51002	ENSG00000144034	614	442	787	291	487	1259	591,066804164004	-0,213605934937525	0,167857613769016	-1,27254242534069	0,203180460210786	0,653736026846788	TPRKB	NC
TPRN	286262	ENSG00000176058	40	42	47	31	20	55	38,6519289239828	-0,55901354637129	0,361265825123746	-1,547374557723	0,121772952611432	0,54329122814405	TPRN	NC
TPRXL	348825	ENSG00000180438	35	23	31	22	13	68	28,967755360892	-0,228884368570618	0,416273078288068	-0,549841871859478	0,582427836440902	0,889659632516106	TPRXL	NC
TPST1	8460	ENSG00000169902	216	186	266	198	197	585	251,146496185101	0,209520440518882	0,155708293551611	1,34559589434736	0,178432876465062	0,625951950491511	TPST1	NC
TPST2	8459	ENSG00000128294	239	243	328	196	215	505	273,279266089433	-0,107629257906092	0,157474111817571	-0,683472709665305	0,494308189028566	0,852182866390241	TPST2	NC
TPT1	7178	ENSG00000133112	41982	35019	60281	35526	35812	97440	47215,9850449811	0,00374276587204006	0,0835569094268232	0,0447930146975801	0,964272292969882	0,992652711408931	TPT1	NC
TPT1-AS1	100190939	NA	66	53	106	60	72	206	83,8636369312999	0,262443771882891	0,243447895848484	1,07802850777658	0,281021034192189	0,727792302496104	TPT1-AS1	NC
TPTEP1	387590	ENSG00000100181	343	344	441	363	356	997	437,445868090485	0,276465357043156	0,134012917343113	2,06297543941472	0,0391149617329948	0,341841235474575	TPTEP1	NC
TPX2	22974	ENSG00000088325	576	447	863	438	490	1403	639,256660063018	-0,0143924819464773	0,123851160643312	-0,116207889144675	0,907487784482968	0,980167112756908	TPX2	NC
TRA2A	29896	ENSG00000164548	1189	944	1580	810	945	2795	1253,6319056553	-0,0626388668062581	0,113054038663432	-0,554061292695058	0,57953689926226	0,888380948150661	TRA2A	NC
TRA2B	6434	ENSG00000136527	933	869	1535	826	831	2807	1159,90222369754	0,0591471094781863	0,108495859104302	0,545155455392317	0,585646604912383	0,890946274300514	TRA2B	NC
TRABD	80305	ENSG00000170638	242	231	345	325	133	576	289,218547180958	0,0553109683847708	0,222525424331119	0,248560219808716	0,803700982851317	0,953969142364326	TRABD	NC
TRABD2B	388630	ENSG00000269113	31	33	30	29	17	77	33,3232492346403	-0,0285000555231959	0,391201531246846	-0,0728526175047421	0,941923399447438	0,98838424121796	TRABD2B	NC
TRADD	8717	ENSG00000102871	212	177	269	190	119	449	218,769602895056	-0,130528131613035	0,183245433656433	-0,71231314750119	0,476270884374236	0,844240809668691	TRADD	NC
TRAF1	7185	ENSG00000056558	44	36	50	44	41	89	48,8924280052032	0,172722371901832	0,31803020527087	0,543100526425539	0,587060590209811	0,891310993457087	TRAF1	NC
TRAF2	7186	ENSG00000127191	138	173	246	216	154	534	220,651711809452	0,37836055252888	0,179059500592608	2,11304371606462	0,0345970263548625	0,317439242539099	TRAF2	NC
TRAF3	7187	ENSG00000131323	410	348	643	560	475	1378	578,647354259804	0,50472165755592	0,124860690014716	4,04227829828936	5,29343536032335e-05	0,00287354497818096	TRAF3	NC
TRAF3IP1	26146	ENSG00000204104	667	593	957	517	577	1694	760,310747263314	-0,0125581027324243	0,111409621825199	-0,112720091197579	0,910252472293362	0,980522648469261	TRAF3IP1	NC
TRAF3IP2	10758	ENSG00000056972	808	747	1175	732	745	2269	980,022632043185	0,114187154933639	0,10116761498494	1,12869276349588	0,259027463049638	0,706904566470997	TRAF3IP2	NC
TRAF3IP2-AS1	643749	ENSG00000231889	13	10	10	4	5	26	10,0324416473488	-0,471678315951566	0,682677978520411	-0,690923584460493	0,489613564074041	NA	TRAF3IP2-AS1	NC
TRAF4	9618	ENSG00000076604	860	865	1200	970	808	2556	1108,16178848539	0,234449236994767	0,109509310712823	2,14090688242561	0,0322815480251488	0,307010376013729	TRAF4	NC
TRAF5	7188	ENSG00000082512	45	42	99	37	32	123	55,8037430280115	-0,288322891305497	0,303432706304181	-0,950203736496563	0,342008740431207	0,777379256304856	TRAF5	NC
TRAF6	7189	ENSG00000175104	302	269	477	254	275	767	357,667249049361	-0,00369422057493484	0,135078158002988	-0,027348763334877	0,97818156387949	0,99434368936301	TRAF6	NC
TRAF7	84231	ENSG00000131653	1049	1095	1574	1276	908	2781	1351,54830182173	0,132923903799971	0,126281648465388	1,05259873794254	0,292524935849328	0,737524036940393	TRAF7	NC
TRAFD1	10906	ENSG00000135148	1291	1137	1603	964	1053	2905	1384,94823602469	-0,0497837713119053	0,107071459776352	-0,464958369073254	0,641961269731645	0,906302919149193	TRAFD1	NC
TRAIP	10293	ENSG00000183763	21	17	54	19	13	96	29,4555022826458	0,0149320024075697	0,449989361877818	0,0331830120277913	0,97352864510024	0,994052575548072	TRAIP	NC
TRAK1	22906	ENSG00000182606	1997	1947	3133	1618	1643	5092	2345,58890220059	-0,103806433013443	0,0891473399628399	-1,16443668489395	0,244247088111379	0,693217959799436	TRAK1	NC
TRAK2	66008	ENSG00000115993	721	577	1060	521	582	1517	769,442686024642	-0,14100746364108	0,116664198927703	-1,20866096829296	0,226793122867812	0,68301694107133	TRAK2	NC
TRAM1	23471	ENSG00000067167	1944	3122	9286	2796	2371	6414	3921,09524298806	-0,444027842373312	0,480172225475605	-0,924726210337358	0,355108342042941	0,782987461769741	TRAM1	NC
TRAM2	9697	ENSG00000065308	757	670	1134	591	681	1891	873,000640670037	-0,0191326576990033	0,109332614895296	-0,174994970323595	0,861083585705019	0,968077579431194	TRAM2	NC
TRANK1	9881	ENSG00000168016	175	182	291	153	150	407	210,938557450337	-0,16095669679603	0,162916574505461	-0,987970053290278	0,323167314769601	0,763640561059078	TRANK1	NC
TRAP1	10131	ENSG00000126602	1598	1279	1911	1652	1437	4263	1862,24036391018	0,297048279197961	0,109701264881314	2,70779265416253	0,00677323242499821	0,124152809571303	TRAP1	NC
TRAPPC1	58485	ENSG00000170043	1677	1459	2300	1341	1426	4663	1925,80858794333	0,071143803644328	0,10243075076695	0,694555132239475	0,487334138670893	0,84769431080683	TRAPPC1	NC
TRAPPC10	7109	ENSG00000160218	904	729	1200	826	774	2382	1034,83513844937	0,15702608017999	0,106012168778385	1,48120807252089	0,138551135741503	0,571099697273911	TRAPPC10	NC
TRAPPC11	60684	ENSG00000168538	483	462	946	377	424	1125	584,736068033644	-0,247920682723816	0,135270940450182	-1,83277119164497	0,0668366050373	0,429940348864605	TRAPPC11	NC
TRAPPC12	51112	ENSG00000171853	324	300	473	305	271	935	391,513384995268	0,103442340881716	0,133100701388361	0,777173522022941	0,437056401604684	0,823799003187837	TRAPPC12	NC
TRAPPC13	80006	ENSG00000113597	154	186	349	172	151	406	219,6351734871	-0,161053597056241	0,183949497207661	-0,875531596992775	0,381284725741492	0,801006854351315	TRAPPC13	NC
TRAPPC2	6399	ENSG00000196459	272	219	352	172	189	648	277,694708369928	-0,134912975746202	0,160088440678274	-0,842740270156877	0,399373719831808	0,809131654753126	TRAPPC2	NC
TRAPPC2L	51693	ENSG00000167515	334	322	414	318	297	806	389,208648971557	0,0965026466989553	0,141663572890917	0,68121002971783	0,495738602565572	0,852182866390241	TRAPPC2L	NC
TRAPPC3	27095	ENSG00000054116	898	855	1325	727	740	2489	1055,01425920843	-0,0149427103781692	0,107766315824165	-0,138658450591836	0,889720052474128	0,974613903353919	TRAPPC3	NC
TRAPPC4	51399	ENSG00000196655	305	237	434	232	278	750	340,333195392627	0,0507531133432099	0,145670648809674	0,348410017789661	0,727532280178146	0,931163189230807	TRAPPC4	NC
TRAPPC5	126003	ENSG00000181029	110	117	115	202	51	220	135,231875214508	0,262259751452758	0,609731990671311	0,430122997423854	0,667106171885395	0,914276872034616	TRAPPC5	NC
TRAPPC6A	79090	ENSG00000007255	36	36	52	39	31	78	43,3280697276052	0,000115384494189579	0,329166161891637	0,000350535709765831	0,999720312974895	0,999887002481019	TRAPPC6A	NC
TRAPPC6B	122553	ENSG00000182400	199	236	560	205	188	540	292,915213100576	-0,32728796514195	0,195592086904386	-1,6733190504887	0,0942645041048093	0,491364045804888	TRAPPC6B	NC
TRAPPC8	22878	ENSG00000153339	302	341	795	287	268	817	424,199060085801	-0,329310591133089	0,175462695517838	-1,87681256213011	0,0605437881194986	0,414424496970255	TRAPPC8	NC
TRAPPC9	83696	ENSG00000167632	171	146	268	176	132	468	205,316256699079	0,0835991046337898	0,172346063047437	0,485065357198091	0,627629985010357	0,903305419692297	TRAPPC9	NC
TRDMT1	1787	ENSG00000107614	30	24	42	20	16	74	30,3349024288888	-0,21790183003841	0,389927285543459	-0,558826832891961	0,576279907832654	0,886476478300852	TRDMT1	NC
TREM1	54210	ENSG00000124731	28	19	46	31	30	64	34,2817646666687	0,226844001520597	0,374556284884075	0,60563394788798	0,544757854276035	0,874543018566787	TREM1	NC
TREM2	54209	ENSG00000095970	92	88	136	87	69	192	104,568323546117	-0,137657067038663	0,221471243762606	-0,621557294301455	0,534233009542208	0,871229970641418	TREM2	NC
TRERF1	55809	ENSG00000124496	522	532	717	396	401	1174	579,937440196498	-0,18802730620103	0,1205057610757	-1,56031798415773	0,118684755529734	0,536826050547896	TRERF1	NC
TREX1	11277	ENSG00000213689	33	49	55	41	26	80	45,3290852912589	-0,185131262733817	0,339042812015353	-0,546040960530477	0,585037781549018	0,89081079645178	TREX1	NC
TRIAP1	51499	ENSG00000170855	557	514	1066	421	445	1246	650,034066192626	-0,299810332894285	0,129748560914665	-2,31070256795733	0,0208492893089325	0,240508580614676	TRIAP1	NC
TRIB1	10221	ENSG00000173334	171	160	250	185	206	458	223,987474748646	0,2909245985573	0,168552852466601	1,72601409172204	0,0843448776072722	0,472085508538785	TRIB1	NC
TRIB2	28951	ENSG00000071575	123	104	200	153	138	490	176,001755107218	0,519687879606893	0,181295893315219	2,86651765852916	0,00415015005455285	0,0900349913281564	TRIB2	NC
TRIB3	57761	ENSG00000101255	81	58	92	90	59	236	92,1082421501111	0,374413767512677	0,247887158792383	1,51042018205657	0,130936242053658	0,557431545747954	TRIB3	NC
TRIM11	81559	ENSG00000154370	338	334	535	379	340	1047	450,49016162203	0,230052668823843	0,124449733967446	1,8485589441599	0,064521525639387	0,422524423087186	TRIM11	NC
TRIM13	10206	ENSG00000204977	153	139	358	155	158	432	210,534588300247	-0,0472485804098928	0,196558804965821	-0,240378854654253	0,810036569246003	0,955888101822779	TRIM13	NC
TRIM14	9830	ENSG00000106785	526	553	831	620	604	1926	754,628583294397	0,372279996922389	0,111074042674337	3,35163813217723	0,000803349507640278	0,0280984957526543	TRIM14	NC
TRIM16	10626	ENSG00000221926	1358	1272	1882	1424	1367	4591	1768,09269405764	0,334781879124141	0,0990218613400209	3,38088856938942	0,000722518370553765	0,0257212251974288	TRIM16	NC
TRIM16L	147166	ENSG00000108448	201	188	246	184	199	494	236,25727466339	0,159209909813096	0,165207117779936	0,963698852401574	0,335196929867188	0,773189303521756	TRIM16L	NC
TRIM17	51127	ENSG00000162931	42	42	87	36	38	76	51,137722971584	-0,380246927169852	0,315784741562101	-1,20413331337314	0,228538055822154	0,684647223462882	TRIM17	NC
TRIM2	23321	ENSG00000109654	450	426	789	359	359	859	510,606290794128	-0,31658142653967	0,134456689174022	-2,35452344159635	0,0185464738738613	0,22543267179809	TRIM2	NC
TRIM21	6737	ENSG00000132109	554	416	713	520	581	1530	657,579363005793	0,335458087167906	0,12470501385444	2,69001282947184	0,00714492721521338	0,128128089388513	TRIM21	NC
TRIM22	10346	ENSG00000132274	1201	1182	1726	1107	1300	3383	1517,99718398034	0,176644725540041	0,103784545580141	1,70203303924127	0,0887491749273104	0,480695727961103	TRIM22	NC
TRIM23	373	ENSG00000113595	104	124	190	77	100	231	129,450599411038	-0,317447847211058	0,209681800374752	-1,51395040792144	0,130038417868192	0,554987868788582	TRIM23	NC
TRIM24	8805	ENSG00000122779	416	354	599	358	340	881	460,956451634667	-0,0685990762886793	0,129148227974103	-0,531165447368236	0,595304134514038	0,89531417137946	TRIM24	NC
TRIM25	7706	ENSG00000121060	997	973	1496	1066	1061	3541	1352,17591840863	0,338275006129048	0,101835272271037	3,32178623953319	0,000894431879896596	0,0302756948115486	TRIM25	NC
TRIM26	7726	ENSG00000234127	1192	1097	1732	1016	951	2800	1354,14434524228	-0,0712980273231621	0,0941520946009947	-0,757264377657391	0,448891487927078	0,828073853093601	TRIM26	NC
TRIM27	5987	ENSG00000204713	575	466	815	578	533	1546	688,902642467393	0,214036216119687	0,114468457447572	1,86982703263664	0,0615078411374094	0,415958044039178	TRIM27	NC
TRIM28	10155	ENSG00000130726	1334	1270	1922	1470	1171	3552	1653,3173259871	0,151175769604018	0,106003852155639	1,42613467840825	0,153829470437611	0,595930874612213	TRIM28	NC
TRIM29	23650	ENSG00000137699	5587	5430	7669	5651	4767	14086	6692,35538877663	0,0800541443968544	0,0956161058895553	0,837245395554215	0,402454645411333	0,810380728600162	TRIM29	NC
TRIM3	10612	ENSG00000110171	79	100	163	90	81	281	118,367170512725	0,0602318150439528	0,2163306326454	0,278424808855814	0,780686277404188	0,948485106624887	TRIM3	NC
TRIM32	22954	ENSG00000119401	272	277	476	270	241	776	349,822077285681	0,00638999721775082	0,138590371269706	0,0461070791513752	0,963224903664029	0,992340847510293	TRIM32	NC
TRIM33	51592	ENSG00000197323	736	794	1382	748	674	2087	976,155687250186	-0,0361958197484564	0,11382691606762	-0,317989988650433	0,750492530979068	0,939152904365899	TRIM33	NC
TRIM35	23087	ENSG00000104228	318	286	519	295	239	817	374,75260369809	-0,0576341687188939	0,138884610938039	-0,414978796640087	0,678157425152069	0,91592644513638	TRIM35	NC
TRIM36	55521	ENSG00000152503	12	8	22	16	8	18	13,7317089310217	-0,100148868768846	0,597779333725186	-0,167534846252959	0,866949231626639	0,968996629697364	TRIM36	NC
TRIM37	4591	ENSG00000108395	345	323	745	356	324	1050	468,561719081146	5,66277349932834e-05	0,153971354801625	0,000367780975014748	0,999706553244894	0,999887002481019	TRIM37	NC
TRIM38	10475	ENSG00000112343	706	639	970	500	546	1741	772,192660353203	-0,106860753315713	0,115958630257546	-0,921542045455119	0,356767500179587	0,784619500763249	TRIM38	NC
TRIM39	56658	ENSG00000204599	131	132	161	118	132	392	161,583578371092	0,22819330259762	0,189806434511946	1,20224218522612	0,229269709414312	0,685021154075285	TRIM39	NC
TRIM4	89122	ENSG00000146833	493	431	774	354	385	1142	544,918184824733	-0,181649110567873	0,121335785845983	-1,49707779367292	0,13437301714094	0,563711509201356	TRIM4	NC
TRIM41	90933	ENSG00000146063	606	673	983	562	484	1456	738,946211549612	-0,164690881637627	0,117055008642715	-1,40695288093404	0,159441361329776	0,603456085997044	TRIM41	NC
TRIM44	54765	ENSG00000166326	1183	1258	2018	1138	1061	3138	1502,27226183613	-0,0480723225676755	0,0986063659285678	-0,487517434751626	0,625891690542861	0,903058934416375	TRIM44	NC
TRIM45	80263	ENSG00000134253	43	54	62	42	32	120	53,9648940192546	-0,0893592394019561	0,30146489647736	-0,29641673191846	0,766911848950715	0,944588252134702	TRIM45	NC
TRIM46	80128	ENSG00000163462	35	59	65	58	43	163	63,2407271865211	0,359825069450566	0,295786795571766	1,21650146266676	0,223793954197726	0,679294021152522	TRIM46	NC
TRIM47	91107	ENSG00000132481	80	73	112	162	99	269	125,43936780572	0,781247779867074	0,238632235522176	3,27385685407315	0,00106090339605736	0,0343063559097039	TRIM47	NC
TRIM5	85363	ENSG00000132256	718	687	1070	657	683	2047	887,761451736922	0,112988295746003	0,103539233038381	1,09126069829124	0,275158186068906	0,722779273168339	TRIM5	NC
TRIM52	84851	ENSG00000183718	105	100	186	105	103	247	132,247259237602	-0,0246291918986214	0,203461534650146	-0,121050850918683	0,903650758087328	0,979676318884301	TRIM52	NC
TRIM56	81844	ENSG00000169871	189	160	250	138	122	486	200,088787712464	-0,0897388824157504	0,178827186211599	-0,501819014864808	0,615794836315278	0,899515137900734	TRIM56	NC
TRIM58	25893	ENSG00000162722	6	7	13	12	3	25	9,66532157782931	0,283262769515006	0,700118729904236	0,4045924746989	0,685777090996362	NA	TRIM58	NC
TRIM59	286827	ENSG00000213186	32	39	69	22	21	74	39,0157937515847	-0,601094470440029	0,347639814214058	-1,72907257990279	0,0837961059410182	0,471751235558139	TRIM59	NC
TRIM6	117854	ENSG00000121236	213	238	349	121	202	528	251,91505524086	-0,270205201391904	0,186072901882151	-1,45214697389434	0,14646074306132	0,584763101446074	TRIM6	NC
TRIM62	55223	ENSG00000116525	115	133	184	157	101	329	158,421098727977	0,153525106163124	0,204287218828762	0,751515963863661	0,452342197019645	0,82859130955199	TRIM62	NC
TRIM65	201292	ENSG00000141569	306	300	427	323	291	890	387,009338273796	0,210110948351915	0,132381347734696	1,58716429427049	0,112475439261548	0,527921692026916	TRIM65	NC
TRIM66	9866	ENSG00000166436	216	265	264	135	205	483	247,363496990817	-0,214902085328284	0,199362938176781	-1,07794401152798	0,28105874280774	0,727792302496104	TRIM66	NC
TRIM68	55128	ENSG00000167333	227	184	273	165	189	547	241,680519658355	0,0420465924710244	0,162838373953161	0,25821058912759	0,796244386025932	0,952500485459784	TRIM68	NC
TRIM7	81786	ENSG00000146054	320	249	466	257	257	764	351,908715323045	-0,0146965655208564	0,138983886794067	-0,105742945170561	0,915786306021651	0,981744578995166	TRIM7	NC
TRIM8	81603	ENSG00000171206	878	801	1029	996	773	2403	1061,79107371398	0,29471671433287	0,128153494393945	2,29971656821865	0,0214642828437172	0,244082465664527	TRIM8	NC
TRIML2	205860	ENSG00000179046	21	24	30	38	49	183	46,9624965386118	1,3974928062511	0,343059390988487	4,07361769699521	4,62884421506268e-05	0,00257093722444939	TRIML2	Up
TRIO	7204	ENSG00000038382	1896	1711	3058	1957	1891	5910	2461,6751329102	0,222662447448346	0,0909223755953331	2,44892905613627	0,0143281666391964	0,192402007927928	TRIO	NC
TRIOBP	11078	ENSG00000100106	1621	1637	2036	1500	1240	3983	1858,05471741885	-0,00758690247269063	0,114767377501907	-0,0661067860731117	0,947292808166971	0,988801681584308	TRIOBP	NC
TRIP10	9322	ENSG00000125733	1771	1927	2505	1736	1722	4874	2241,78321172795	0,0950975877252802	0,10165742659946	0,935471129915314	0,349545554853613	0,779605506893251	TRIP10	NC
TRIP11	9321	ENSG00000100815	562	630	1441	536	539	1496	791,105631329469	-0,277117784174678	0,158460399417207	-1,74881412134435	0,0803231550201581	0,466864689373297	TRIP11	NC
TRIP12	9320	ENSG00000153827	3510	3110	5395	2981	3227	8793	4138,04128664328	0,017276527874456	0,0874169771345256	0,197633554039157	0,843331780243255	0,962807860092352	TRIP12	NC
TRIP13	9319	ENSG00000071539	86	79	118	67	74	247	100,059356932917	0,0718656816994218	0,224948472678525	0,319476193119682	0,749365441410675	0,938819674248524	TRIP13	NC
TRIP4	9325	ENSG00000103671	635	474	767	554	629	1496	708,768837411423	0,229513946610923	0,131739287362002	1,74218299800156	0,0814764280463162	0,468794560555956	TRIP4	NC
TRIP6	7205	ENSG00000087077	696	695	998	704	504	1556	807,347162323728	-0,0815580435732614	0,131013939696913	-0,622514243613599	0,533603780832082	0,871209112498978	TRIP6	NC
TRIQK	286144	ENSG00000205133	227	199	452	179	180	593	272,965571286443	-0,20333815336289	0,169215470300253	-1,20165226620291	0,22949828235297	0,685021154075285	TRIQK	NC
TRIT1	54802	ENSG00000043514	335	330	462	245	280	786	375,662678267327	-0,125182210680775	0,136957662963224	-0,914021223583442	0,360705693755285	0,78823522532188	TRIT1	NC
TRMT1	55621	ENSG00000104907	320	357	526	454	323	1015	460,996489923594	0,286890038998813	0,14667711034589	1,9559291720588	0,0504734982772338	0,381556747846235	TRMT1	NC
TRMT10A	93587	ENSG00000145331	140	119	189	128	127	377	164,231259732826	0,165077567972888	0,178471069595885	0,924954214409517	0,354989724140057	0,782869801564019	TRMT10A	NC
TRMT10B	158234	ENSG00000165275	62	61	65	48	40	154	65,3824804049682	-0,0525251187998772	0,283457983106759	-0,185301250732792	0,852992757075625	0,965166699345284	TRMT10B	NC
TRMT10C	54931	ENSG00000174173	151	166	363	209	184	516	240,969980595724	0,179117816690347	0,185006373296241	0,968171060807371	0,332958945200576	0,771157052051371	TRMT10C	NC
TRMT11	60487	ENSG00000066651	177	150	284	153	177	496	216,722079025427	0,118738149865644	0,165228434855075	0,718630240429208	0,472368775726484	0,842302051484933	TRMT11	NC
TRMT112	51504	ENSG00000173113	972	810	1245	815	726	2562	1071,78863773061	0,0588860572616691	0,113764678860495	0,517612828968461	0,604728429077469	0,895909941777038	TRMT112	NC
TRMT12	55039	ENSG00000183665	107	71	157	100	92	287	122,209816574016	0,204371588500725	0,212641905829701	0,96110683218011	0,336498454785651	0,774327035810805	TRMT12	NC
TRMT13	54482	ENSG00000122435	184	174	270	120	139	466	202,97331867415	-0,180857447897845	0,174063184382553	-1,03903331735193	0,29878924139386	0,741939636198151	TRMT13	NC
TRMT1L	81627	ENSG00000121486	427	421	880	289	332	987	505,083632901996	-0,41424733321595	0,146422409626216	-2,82912522935138	0,00466754311031679	0,0964812427254474	TRMT1L	NC
TRMT2A	27037	ENSG00000099899	333	367	444	409	269	791	415,208720379246	0,0844250657596809	0,170579625607328	0,494930537331735	0,620649153962963	0,900462921767284	TRMT2A	NC
TRMT2B	79979	ENSG00000188917	100	93	123	76	98	253	114,368972382557	0,0929661801040004	0,216930958853636	0,428551925438751	0,668249337666916	0,914276872034616	TRMT2B	NC
TRMT44	152992	ENSG00000155275	124	127	177	115	115	351	153,529234251943	0,0946141370541283	0,184363937408474	0,513192213098069	0,607816872427133	0,896208753001139	TRMT44	NC
TRMT5	57570	ENSG00000126814	205	227	447	238	232	597	299,186233821898	0,0375563790345899	0,164771330209728	0,227930301872217	0,819700425193089	0,957322972026	TRMT5	NC
TRMT6	51605	ENSG00000089195	538	466	780	458	483	1571	640,749434762545	0,128603303324417	0,119138455223515	1,07944410629754	0,280389797843436	0,726687492920221	TRMT6	NC
TRMT61A	115708	ENSG00000166166	53	50	107	71	32	175	71,7415125169187	0,0687357495998485	0,298721833188685	0,230099517220196	0,818014440031563	0,957322972026	TRMT61A	NC
TRMT61B	55006	ENSG00000171103	130	141	270	137	142	338	179,918493537197	-0,0460660816051287	0,189042641634309	-0,243680902926868	0,807477964847161	0,95542670864009	TRMT61B	NC
TRMU	55687	ENSG00000100416	99	83	153	111	102	311	129,224339490314	0,332879800764806	0,198095201956669	1,68040314695567	0,0928789041846727	0,48780770656846	TRMU	NC
TRNAU1AP	54952	ENSG00000180098	202	179	292	169	172	553	235,668523940226	0,0552313475744696	0,156440613537949	0,35304992946139	0,72405100926076	0,929727063908952	TRNAU1AP	NC
TRNP1	388610	ENSG00000253368	810	739	1280	589	635	2187	929,169009896554	-0,112184505218858	0,118756263545467	-0,944661796098925	0,344831567204444	0,778165149779799	TRNP1	NC
TRNT1	51095	ENSG00000072756	165	104	257	105	169	412	182,072673679006	0,0840897814719561	0,215047484845214	0,391028900117023	0,695775873975586	0,920061844967204	TRNT1	NC
TRO	7216	ENSG00000067445	9	8	5	8	4	32	9,29565267540544	0,416914676299899	0,726516290532788	0,573854546322914	0,566066233677424	NA	TRO	NC
TROAP	10024	ENSG00000135451	41	41	57	36	41	104	49,6461919259646	0,0692306697405561	0,303033248946838	0,22845898917416	0,819289434987456	0,957322972026	TROAP	NC
TROVE2	NA	NA	134	146	331	113	94	262	167,585850051375	-0,606751843420091	0,212251634108661	-2,85864392030766	0,00425456064051842	0,0912433669095988	TROVE2	NC
TRPC1	7220	ENSG00000144935	68	83	127	55	71	187	90,513498283423	-0,14830456692586	0,239077311658789	-0,620320539397397	0,535046775053101	0,871229970641418	TRPC1	NC
TRPC4AP	26133	ENSG00000100991	1258	1280	1986	1188	1124	3372	1561,1682912526	0,00744974177920718	0,0931473134142438	0,0799780638447055	0,93625470258842	0,987018878024527	TRPC4AP	NC
TRPM4	54795	ENSG00000130529	321	358	442	428	278	904	425,729187768456	0,218136682851291	0,164426119031979	1,32665469534597	0,184622933956259	0,633769323433494	TRPM4	NC
TRPM6	140803	ENSG00000119121	12	14	13	4	13	21	12,5048165428157	-0,359279838032681	0,623740520471799	-0,57600849430292	0,564609440131015	0,884519775795976	TRPM6	NC
TRPM7	54822	ENSG00000092439	436	547	995	389	425	1042	596,251182932808	-0,335304260912638	0,15058321516552	-2,22670408879285	0,0259670569906547	0,270657500188431	TRPM7	NC
TRPS1	7227	ENSG00000104447	344	296	503	242	306	747	377,890245075635	-0,11671859837732	0,141679068334215	-0,82382387002987	0,410039642518103	0,811286762921485	TRPS1	NC
TRPT1	83707	ENSG00000149743	94	95	137	96	68	292	116,09927291736	0,0931591677958014	0,220044925051164	0,423364309693307	0,672029480397082	0,915377515803296	TRPT1	NC
TRPV1	7442	ENSG00000196689	87	118	149	95	71	227	116,556326140196	-0,164158426695169	0,223130503498193	-0,735705894629051	0,461909701577965	0,834945109210614	TRPV1	NC
TRPV3	162514	ENSG00000167723	49	28	42	39	50	125	50,8683611352701	0,50652875954489	0,324360075962732	1,56162486410038	0,118376388506219	0,536826050547896	TRPV3	NC
TRPV4	59341	ENSG00000111199	95	88	115	118	79	215	113,388979616801	0,209686836010655	0,236004299011074	0,888487357600277	0,37427865333907	0,797584764504585	TRPV4	NC
TRRAP	8295	ENSG00000196367	946	800	1275	851	823	2536	1096,59554051904	0,137444861201131	0,102075891659704	1,34649679729801	0,178142352569047	0,625819561865551	TRRAP	NC
TRUB1	142940	ENSG00000165832	541	516	839	412	480	1312	628,584334548755	-0,104021437689662	0,117074601700777	-0,888505586852422	0,374268851958783	0,797584764504585	TRUB1	NC
TRUB2	26995	ENSG00000167112	533	398	653	409	405	1298	558,924254004506	0,0537628190515086	0,130008060549769	0,413534505661882	0,679215046967781	0,915978541155681	TRUB2	NC
TSACC	128229	ENSG00000163467	25	23	31	10	14	80	25,4691845536335	-0,176662456739171	0,461774862307552	-0,382572701892789	0,702036613881552	0,921948546622725	TSACC	NC
