NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
81	21	189	45	18	204	48	47	9	47	81	129	177	59	70	2	39	5	81	51	82	83719	ENSG00000090238	YPEL3
10	3	16	10	3	46	11	4	2	10	12	19	18	6	3	0	6	0	6	6	21	219539	ENSG00000166793	YPEL4
112	71	236	119	56	631	107	99	28	121	158	128	374	63	35	0	94	6	214	100	230	51646	ENSG00000119801	YPEL5
0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	100132562	ENSG00000271557	YPEL5P2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100653396	NA	YPEL5P3
8	2	9	20	0	9	2	2	0	1	2	3	7	1	2	0	0	0	11	1	0	79693	ENSG00000196449	YRDC
1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	4	100128237	ENSG00000236745	YRDCP2
430	58	565	304	140	1174	217	192	44	163	144	233	629	138	107	11	215	33	383	227	524	91746	ENSG00000083896	YTHDC1
128	24	109	80	18	185	30	28	2	29	51	47	174	58	25	0	63	2	141	34	124	64848	ENSG00000047188	YTHDC2
93	20	53	78	24	188	29	26	4	32	34	40	125	25	12	0	23	2	72	31	71	54915	ENSG00000149658	YTHDF1
1	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	402220	ENSG00000251389	YTHDF1P1
112	31	123	103	27	203	28	33	7	79	72	71	265	66	24	2	67	12	123	55	137	51441	ENSG00000198492	YTHDF2
147	49	134	150	64	347	39	50	12	71	87	113	303	60	12	0	64	3	161	71	175	253943	ENSG00000185728	YTHDF3
0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	101410533	ENSG00000270673	YTHDF3-AS1
512	135	359	366	162	1210	162	178	51	249	217	241	924	213	97	0	277	3	504	234	491	7529	ENSG00000166913	YWHAB
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	647051	NA	YWHABP1
3	1	7	0	0	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	1	100422666	NA	YWHABP2
704	239	442	594	268	1848	276	312	80	357	292	326	1161	266	133	0	334	18	672	345	767	7531	ENSG00000108953	YWHAE
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	649395	NA	YWHAEP1
0	0	0	4	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	440917	NA	YWHAEP5
0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	284100	ENSG00000276715	YWHAEP7
455	189	293	438	184	1899	299	272	61	216	196	211	517	119	62	2	175	11	346	123	358	7532	ENSG00000170027	YWHAG
286	74	389	225	108	702	112	119	20	132	100	147	514	148	67	1	145	6	349	164	314	7533	ENSG00000128245	YWHAH
262	86	125	221	103	542	86	87	34	120	111	96	390	72	74	2	124	12	185	96	245	10971	ENSG00000134308	YWHAQ
2	0	4	1	1	2	0	2	0	2	8	2	14	2	1	0	2	1	9	5	11	100130391	ENSG00000236564	YWHAQP5
0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101290504	NA	YWHAQP6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	100422674	ENSG00000271142	YWHAQP7
691	335	732	698	344	2021	277	318	61	502	492	567	1530	354	100	8	418	25	902	353	973	7534	ENSG00000164924	YWHAZ
1	0	1	0	1	4	0	0	0	0	0	0	11	4	0	0	1	0	2	1	0	150554	NA	YWHAZP2
0	0	0	0	0	7	0	0	1	0	4	0	1	0	0	0	0	0	0	4	1	143371	NA	YWHAZP3
1	0	0	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	0	1	2	246737	NA	YWHAZP4
0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	86123	NA	YWHAZP5
0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	158383	NA	YWHAZP6
220	47	226	164	46	572	107	45	28	105	93	91	383	79	51	4	96	8	201	77	154	7528	ENSG00000100811	YY1
200	53	224	101	47	505	73	105	28	76	81	90	300	94	33	0	116	5	176	89	209	55249	ENSG00000163374	YY1AP1
0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	100419963	NA	YY1P1
2	0	3	6	0	18	1	0	0	2	1	1	6	0	0	0	0	0	6	0	3	404281	ENSG00000230797	YY2
25	69	47	40	41	102	14	17	8	26	23	26	86	57	18	0	59	10	32	23	22	NA	NA	Y_RNA
3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	NA	NA	Z69666.2
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	Z82214.2
0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	NA	NA	Z83001.1
0	0	0	1	0	0	0	1	0	0	0	1	4	0	1	0	1	0	2	2	0	NA	NA	Z83844.1
0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	NA	NA	Z83851.4
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NA	NA	Z84812.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	Z85986.1
0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	Z95114.3
0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	Z95114.4
0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	Z95114.5
0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	Z95114.6
0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	Z95114.7
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	Z95704.3
1	0	0	2	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	NA	NA	Z97634.3
1	0	2	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	2	0	1	NA	NA	Z99756.1
0	0	1	4	0	0	0	0	0	0	1	1	2	0	0	0	1	0	2	0	1	353174	ENSG00000186919	ZACN
79	12	68	81	13	199	17	33	2	23	42	43	132	18	9	1	24	1	77	26	84	284273	ENSG00000180011	ZADH2
17	0	60	5	0	36	16	2	4	6	19	8	80	25	12	1	21	1	28	12	12	7535	ENSG00000115085	ZAP70
0	2	34	3	0	1	2	3	1	7	0	0	1	10	3	0	6	2	14	5	2	79740	ENSG00000169064	ZBBX
60	26	46	69	12	147	35	11	3	22	46	54	138	21	17	1	23	3	84	24	78	9189	ENSG00000214717	ZBED1
13	0	1	1	0	93	18	22	0	1	6	1	3	3	2	0	3	0	6	0	5	79413	ENSG00000177494	ZBED2
24	35	15	19	10	48	13	9	0	17	17	21	83	8	6	2	9	0	25	4	20	84327	ENSG00000132846	ZBED3
2	2	1	0	0	2	2	0	1	1	2	4	6	3	0	0	0	0	2	0	3	728723	ENSG00000250802	ZBED3-AS1
90	4	40	61	9	131	35	30	1	10	34	47	70	15	13	0	35	1	90	17	78	9889	ENSG00000100426	ZBED4
53	9	32	51	13	111	15	28	2	21	30	32	128	25	19	0	10	1	64	22	58	58486	ENSG00000236287	ZBED5
0	0	1	1	0	6	0	0	0	1	0	1	3	0	0	0	0	0	5	1	0	729013	ENSG00000247271	ZBED5-AS1
160	42	282	152	55	699	122	80	21	54	87	100	233	44	26	0	81	0	139	87	129	100381270	ENSG00000257315	ZBED6
2	1	2	4	0	12	2	1	0	1	1	3	9	1	1	0	2	0	3	0	2	113763	ENSG00000188707	ZBED6CL
16	1	1	7	0	12	6	1	2	2	7	2	11	2	1	0	1	0	9	0	8	63920	ENSG00000221886	ZBED8
0	1	0	2	0	3	1	0	0	1	2	1	13	3	0	0	0	0	1	7	1	114821	ENSG00000232040	ZBED9
4	0	4	13	0	29	7	2	1	3	15	10	77	16	6	0	16	0	16	16	12	81030	ENSG00000124256	ZBP1
144	23	148	91	32	505	89	46	22	87	103	131	283	63	12	0	41	0	117	55	160	22890	ENSG00000126804	ZBTB1
67	25	133	88	58	228	37	23	6	20	21	55	117	26	10	1	38	6	96	41	82	65986	ENSG00000205189	ZBTB10
93	20	102	100	25	388	43	50	7	54	55	59	151	36	18	0	42	0	78	65	81	27107	ENSG00000066422	ZBTB11
4	0	2	2	1	10	1	0	0	3	1	1	20	1	1	0	3	0	3	1	6	100009676	ENSG00000256628	ZBTB11-AS1
4	1	0	7	1	19	1	1	0	3	4	3	16	1	3	0	6	0	6	1	0	221527	ENSG00000204366	ZBTB12
4	0	0	5	0	4	0	0	0	0	0	4	1	0	1	0	0	0	8	0	4	NA	NA	ZBTB12P1
18	10	12	12	3	58	6	12	4	2	7	8	37	10	6	0	15	0	18	12	17	7541	ENSG00000198081	ZBTB14
594	47	1055	551	79	496	131	101	14	164	175	235	70	22	206	8	217	24	367	264	468	7704	ENSG00000109906	ZBTB16
99	2	43	37	6	75	22	13	3	12	11	23	41	13	23	2	17	4	49	12	21	7709	ENSG00000116809	ZBTB17
35	6	37	38	4	85	8	11	1	21	12	27	69	9	7	0	24	5	42	7	24	10472	ENSG00000179456	ZBTB18
39	9	25	15	11	143	13	16	8	7	17	16	51	15	2	0	21	0	12	8	23	57621	ENSG00000181472	ZBTB2
259	24	203	151	18	413	86	52	11	45	100	82	278	57	22	1	79	3	147	135	209	26137	ENSG00000181722	ZBTB20
2	1	7	6	1	3	0	0	0	2	0	1	8	1	1	0	2	0	5	0	0	100131117	ENSG00000241560	ZBTB20-AS1
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104413890	ENSG00000239946	ZBTB20-AS3
3	0	0	2	0	3	1	1	0	0	4	0	6	0	1	0	0	0	1	0	1	100874131	ENSG00000242767	ZBTB20-AS4
94	10	85	123	30	361	56	50	12	24	35	50	74	11	8	0	37	2	83	19	41	49854	ENSG00000173276	ZBTB21
32	1	27	17	5	60	5	13	2	6	6	1	59	16	7	1	9	0	12	13	15	9278	ENSG00000236104	ZBTB22
40	8	26	42	4	76	11	8	1	17	13	6	91	23	6	0	15	0	36	14	44	9841	ENSG00000112365	ZBTB24
82	18	56	103	17	165	26	27	5	25	29	65	99	23	15	1	29	6	83	28	69	7597	ENSG00000089775	ZBTB25
7	3	4	11	5	31	6	3	1	4	13	8	32	9	4	0	7	0	20	9	13	57684	ENSG00000171448	ZBTB26
17	0	5	9	4	15	0	0	1	2	6	8	27	5	3	0	3	1	5	6	14	79842	ENSG00000185670	ZBTB3
1	0	6	7	0	37	8	1	2	1	0	1	11	0	2	0	1	0	10	0	4	27033	ENSG00000011590	ZBTB32
46	12	63	49	19	190	33	31	6	41	37	30	133	17	6	0	11	2	36	27	69	10009	ENSG00000177485	ZBTB33
50	8	66	45	15	94	8	25	3	19	45	32	40	21	23	0	35	0	35	13	44	403341	ENSG00000177125	ZBTB34
115	24	201	169	24	229	34	30	5	46	66	63	199	45	19	0	34	1	128	16	118	84614	ENSG00000185278	ZBTB37
420	93	411	388	110	1356	267	216	45	130	185	223	541	98	54	1	116	4	413	159	407	253461	ENSG00000177311	ZBTB38
33	1	22	30	4	49	21	8	3	8	5	5	36	10	12	0	10	2	31	13	35	9880	ENSG00000166860	ZBTB39
399	79	313	257	80	731	152	68	26	121	185	166	515	137	129	11	137	32	294	166	322	57659	ENSG00000174282	ZBTB4
163	7	114	84	21	461	124	62	16	45	58	63	206	53	25	0	32	1	122	47	122	9923	ENSG00000184677	ZBTB40
4	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	100874345	NA	ZBTB40-IT1
64	4	76	80	11	156	31	28	5	33	46	41	132	26	15	0	18	0	66	20	67	360023	ENSG00000177888	ZBTB41
8	9	6	12	0	12	2	2	0	6	6	2	8	11	4	0	2	1	11	2	1	100128927	ENSG00000179627	ZBTB42
111	15	104	149	28	162	20	19	8	35	56	46	104	13	24	0	29	2	76	27	99	23099	ENSG00000169155	ZBTB43
101	37	209	116	51	364	44	59	11	53	61	103	225	43	13	2	52	6	119	42	105	29068	ENSG00000196323	ZBTB44
33	2	13	7	1	22	6	3	1	4	11	7	40	4	17	2	8	1	28	7	17	84878	ENSG00000119574	ZBTB45
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	645129	NA	ZBTB45P1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	729248	NA	ZBTB45P2
53	1	25	27	1	40	6	4	6	11	11	7	41	27	16	1	11	0	15	15	27	140685	ENSG00000130584	ZBTB46
0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	101928604	NA	ZBTB46-AS1
239	4	83	44	10	171	59	35	3	39	22	50	92	29	40	2	29	7	72	69	61	92999	ENSG00000114853	ZBTB47
35	0	43	47	2	37	8	3	3	11	15	29	57	13	4	0	19	1	25	15	9	3104	ENSG00000204859	ZBTB48
13	4	13	1	1	24	0	1	0	3	2	7	31	12	2	0	7	0	17	4	3	166793	ENSG00000168826	ZBTB49
57	1	33	39	6	68	10	5	1	10	17	9	50	3	3	0	19	1	32	22	34	9925	ENSG00000168795	ZBTB5
13	5	12	24	11	53	8	20	1	3	20	13	37	6	0	0	9	0	31	9	21	10773	ENSG00000186130	ZBTB6
211	72	170	154	59	297	49	32	12	76	48	98	331	58	56	4	102	5	190	112	184	51341	ENSG00000178951	ZBTB7A
99	17	62	82	17	182	26	8	3	26	36	79	207	54	39	2	31	4	98	71	126	51043	ENSG00000160685	ZBTB7B
19	4	7	11	1	41	5	3	0	15	16	6	29	9	3	1	5	1	25	13	30	201501	ENSG00000184828	ZBTB7C
19	6	19	20	2	33	1	7	3	14	20	8	33	10	4	2	8	0	14	7	17	653121	ENSG00000160062	ZBTB8A
0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	728116	ENSG00000273274	ZBTB8B
39	23	22	32	15	107	8	21	4	32	24	30	120	23	4	1	31	2	45	19	96	339487	ENSG00000176261	ZBTB8OS
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729566	NA	ZBTB8OSP1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729898	NA	ZBTB8OSP2
40	17	50	33	8	161	17	11	1	42	36	43	103	16	5	0	30	4	70	33	98	51101	ENSG00000104427	ZC2HC1A
7	1	6	4	0	8	1	1	0	1	2	2	7	1	1	0	5	1	2	0	3	79696	ENSG00000119703	ZC2HC1C
18	9	34	9	1	32	10	4	2	13	6	11	24	5	4	0	19	0	23	9	19	84872	ENSG00000135482	ZC3H10
444	128	586	430	163	1386	281	230	46	193	221	218	698	192	71	3	202	10	350	179	403	9877	ENSG00000058673	ZC3H11A
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	643136	ENSG00000215817	ZC3H11B
64	4	22	68	8	269	40	26	3	14	9	28	36	6	5	0	15	1	16	5	23	80149	ENSG00000163874	ZC3H12A
2	0	14	3	1	6	1	3	1	1	1	3	10	3	1	0	0	0	10	1	2	340554	ENSG00000102053	ZC3H12B
105	11	47	55	34	116	18	8	1	24	23	17	74	22	5	0	10	3	53	24	38	85463	ENSG00000149289	ZC3H12C
5	7	5	3	0	12	0	1	0	2	6	6	22	7	4	0	3	1	15	16	17	340152	ENSG00000178199	ZC3H12D
743	171	538	542	209	2037	401	381	106	348	365	405	1175	241	199	12	388	52	651	369	767	23091	ENSG00000123200	ZC3H13
173	20	93	120	21	354	53	61	11	72	103	78	304	62	18	0	74	3	147	79	145	79882	ENSG00000100722	ZC3H14
237	25	172	206	57	712	68	125	27	114	107	93	311	78	39	3	93	13	194	75	223	55854	ENSG00000065548	ZC3H15
264	21	127	150	26	364	95	61	21	59	94	126	287	64	76	6	79	9	157	67	146	124245	ENSG00000158545	ZC3H18
65	4	40	53	2	75	25	14	4	4	12	28	57	21	14	1	12	1	41	19	61	23144	ENSG00000014164	ZC3H3
280	23	47	76	17	284	71	42	11	54	61	84	347	88	79	6	93	13	135	94	161	23211	ENSG00000130749	ZC3H4
81	36	150	79	37	272	46	35	7	44	37	48	182	32	7	1	36	0	126	30	96	376940	ENSG00000188177	ZC3H6
155	24	172	108	40	309	47	59	18	81	73	67	200	77	20	1	74	4	122	77	147	29066	ENSG00000122299	ZC3H7A
404	21	177	194	24	468	101	55	23	74	81	133	330	80	88	1	98	6	206	97	225	23264	ENSG00000100403	ZC3H7B
9	3	15	34	5	90	20	5	4	5	21	25	66	8	2	0	6	1	21	16	15	84524	ENSG00000144161	ZC3H8
312	47	160	308	54	3402	607	529	61	105	162	147	498	109	28	1	111	6	294	124	287	56829	ENSG00000105939	ZC3HAV1
9	1	19	11	0	14	2	0	3	4	6	4	22	3	1	1	5	1	7	6	13	92092	ENSG00000146858	ZC3HAV1L
18	2	4	17	3	42	9	7	0	1	14	3	23	6	4	0	14	0	9	7	12	51530	ENSG00000091732	ZC3HC1
11	4	5	9	1	39	8	2	0	3	2	7	25	8	5	0	5	1	14	5	12	55906	ENSG00000126970	ZC4H2
26	4	32	32	23	131	15	22	10	16	16	15	52	12	0	0	18	0	32	15	29	54819	ENSG00000155329	ZCCHC10
158	21	239	175	23	568	100	85	38	81	117	120	316	88	17	2	84	1	227	66	166	NA	NA	ZCCHC11
0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	170261	ENSG00000174460	ZCCHC12
214	20	143	118	38	356	63	40	3	34	59	50	165	31	15	1	31	0	120	56	110	23174	ENSG00000140948	ZCCHC14
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	ZCCHC16
80	30	55	39	14	152	23	41	3	37	39	33	127	30	4	0	39	2	76	36	115	51538	ENSG00000121766	ZCCHC17
1	0	1	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	644353	ENSG00000166707	ZCCHC18
147	26	171	163	28	419	112	97	24	79	65	73	156	51	24	2	52	4	136	55	131	54877	ENSG00000141664	ZCCHC2
231	30	134	92	33	257	52	35	12	67	97	75	200	29	35	0	61	1	142	72	145	219654	ENSG00000165424	ZCCHC24
14	5	13	21	12	38	14	4	3	10	5	9	44	12	15	0	15	0	21	13	14	85364	ENSG00000247315	ZCCHC3
22	2	11	22	3	74	15	3	2	17	13	11	26	7	12	1	11	0	27	10	28	29063	ENSG00000168228	ZCCHC4
3	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	NA	NA	ZCCHC5
295	132	475	242	114	916	240	152	34	213	291	398	593	177	49	4	251	9	405	232	656	NA	NA	ZCCHC6
68	11	81	43	13	186	27	34	11	39	51	40	127	30	6	1	47	4	92	48	119	84186	ENSG00000147905	ZCCHC7
84	8	71	55	15	142	25	12	12	23	28	29	134	21	12	2	26	3	53	35	77	55596	ENSG00000033030	ZCCHC8
71	12	29	31	16	178	24	20	3	28	20	25	98	14	3	0	32	1	39	26	39	84240	ENSG00000131732	ZCCHC9
55	30	44	67	37	182	23	39	15	35	35	45	142	34	7	0	28	6	60	18	80	85437	ENSG00000139168	ZCRB1
5	0	10	12	5	24	1	8	0	2	2	6	40	0	4	0	3	0	5	7	13	55063	ENSG00000078487	ZCWPW1
3	1	0	2	2	10	0	6	0	1	0	1	10	1	0	0	0	0	3	2	4	152098	ENSG00000206559	ZCWPW2
21	10	34	39	6	111	28	15	4	21	24	24	51	16	5	0	19	4	48	27	45	57683	ENSG00000204186	ZDBF2
16	4	9	11	0	2	1	2	0	0	3	4	14	0	6	0	3	0	15	7	9	29800	ENSG00000159714	ZDHHC1
10	1	11	12	1	26	2	9	2	2	4	7	8	2	4	4	8	0	5	8	6	79844	ENSG00000188818	ZDHHC11
25	7	47	13	6	47	2	5	5	7	8	10	8	1	7	1	5	0	19	7	26	653082	ENSG00000206077	ZDHHC11B
21	1	7	12	2	61	12	9	1	9	10	22	56	13	9	1	4	0	27	9	23	84885	ENSG00000160446	ZDHHC12
12	2	6	26	5	35	5	0	0	1	2	7	30	11	3	0	11	0	20	8	9	54503	ENSG00000177054	ZDHHC13
47	22	68	34	13	212	30	38	0	45	35	20	64	14	8	0	19	0	29	14	28	79683	ENSG00000175048	ZDHHC14
2	0	4	3	1	23	2	6	0	8	2	2	9	1	2	0	1	0	5	2	9	158866	ENSG00000102383	ZDHHC15
33	11	28	45	10	102	31	11	8	12	26	23	88	24	16	1	21	6	43	30	53	84287	ENSG00000171307	ZDHHC16
77	13	102	90	18	245	40	46	10	45	33	72	156	32	2	0	29	0	97	39	88	23390	ENSG00000186908	ZDHHC17
44	2	58	73	11	165	44	31	5	26	32	30	72	23	19	2	29	1	67	17	35	84243	ENSG00000204160	ZDHHC18
0	0	1	0	1	0	0	0	0	1	0	0	4	0	3	0	1	0	6	1	5	131540	ENSG00000163958	ZDHHC19
37	19	43	40	21	122	30	15	3	24	31	29	87	11	3	1	21	5	65	13	52	51201	ENSG00000104219	ZDHHC2
110	99	214	122	128	587	105	78	14	83	143	107	308	81	34	0	67	4	186	43	193	253832	ENSG00000180776	ZDHHC20
0	0	3	1	1	1	0	2	0	0	3	4	0	1	3	0	0	0	1	0	2	100874367	NA	ZDHHC20-IT1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100048907	ENSG00000233916	ZDHHC20P1
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	730239	NA	ZDHHC20P4
76	54	52	143	22	267	28	45	7	54	87	48	180	34	14	5	42	2	75	42	104	340481	ENSG00000175893	ZDHHC21
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	283576	ENSG00000177108	ZDHHC22
6	5	10	12	2	42	2	7	3	7	7	7	43	9	5	0	1	0	14	4	9	254887	ENSG00000184307	ZDHHC23
7	6	12	23	2	36	4	2	2	12	17	10	45	12	6	0	9	2	27	11	14	254359	ENSG00000174165	ZDHHC24
134	50	109	92	32	258	45	35	15	53	64	56	256	49	50	1	35	2	124	41	136	51304	ENSG00000163812	ZDHHC3
26	11	5	16	10	73	11	6	3	12	11	33	38	3	1	0	7	0	32	10	20	55146	ENSG00000136247	ZDHHC4
3	5	11	26	0	36	4	6	1	3	4	9	17	4	1	0	0	0	8	2	6	100420920	ENSG00000238025	ZDHHC4P1
208	56	151	230	33	479	89	86	21	83	75	137	227	39	32	1	105	5	179	53	159	25921	ENSG00000156599	ZDHHC5
55	16	58	56	16	156	29	18	4	16	33	25	124	18	7	0	33	1	65	19	65	64429	ENSG00000023041	ZDHHC6
165	29	108	113	37	319	53	47	6	77	56	69	199	65	29	0	78	5	155	68	161	55625	ENSG00000153786	ZDHHC7
157	7	43	32	1	75	12	8	4	8	21	22	65	11	21	0	25	2	51	15	38	29801	ENSG00000099904	ZDHHC8
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	150244	NA	ZDHHC8P1
81	38	64	189	45	267	34	47	9	54	64	92	108	24	16	0	34	0	117	50	109	51114	ENSG00000188706	ZDHHC9
655	65	782	289	213	1906	285	286	62	189	189	194	654	159	45	0	268	10	715	358	612	6935	ENSG00000148516	ZEB1
21	2	2	17	2	42	17	1	3	4	10	3	17	4	5	0	1	0	3	7	6	220930	ENSG00000237036	ZEB1-AS1
1196	363	1196	721	366	2327	369	362	91	485	523	573	1595	470	162	1	589	27	1087	589	1287	9839	ENSG00000169554	ZEB2
6	4	8	6	4	12	1	0	0	1	3	3	11	0	2	0	4	1	4	0	2	100303491	ENSG00000238057	ZEB2-AS1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	100420926	ENSG00000249506	ZEB2P1
72	8	55	52	3	92	30	18	5	22	48	54	164	31	26	0	31	4	52	30	81	10444	ENSG00000160445	ZER1
38	28	42	63	8	187	21	22	3	44	33	53	104	25	12	0	17	0	85	26	84	79752	ENSG00000104231	ZFAND1
34	3	35	35	10	410	29	46	1	26	7	14	25	14	3	0	5	0	14	12	28	90637	ENSG00000178381	ZFAND2A
57	0	43	27	7	70	28	14	1	4	4	6	32	3	13	1	14	0	37	11	35	130617	ENSG00000158552	ZFAND2B
159	38	171	138	51	340	56	39	6	30	52	67	215	46	24	0	54	2	130	61	121	60685	ENSG00000156639	ZFAND3
19	3	27	17	4	46	14	11	1	2	16	8	33	10	3	0	5	3	14	21	18	93550	ENSG00000172671	ZFAND4
476	183	548	512	366	700	104	92	24	179	278	247	487	133	79	2	140	11	425	188	331	7763	ENSG00000107372	ZFAND5
86	103	194	189	101	362	46	69	3	102	82	67	254	60	15	0	54	1	181	77	151	54469	ENSG00000086666	ZFAND6
89	8	86	52	46	116	7	17	0	30	35	49	148	30	2	1	61	0	89	42	150	441951	ENSG00000177410	ZFAS1
68	5	18	19	10	119	18	13	3	8	7	19	52	7	6	0	12	0	24	20	31	57623	ENSG00000066827	ZFAT
396	23	250	293	43	697	217	185	53	136	169	189	500	152	32	0	155	16	350	178	366	196441	ENSG00000133858	ZFC3H1
12	1	11	12	7	64	5	2	1	5	13	4	39	4	2	2	4	0	10	6	14	85446	ENSG00000136367	ZFHX2
626	100	454	295	86	1123	217	161	51	127	174	183	582	152	113	15	135	28	365	191	366	463	ENSG00000140836	ZFHX3
16	0	0	3	1	24	1	5	1	1	6	8	9	5	0	1	5	0	10	14	2	79776	ENSG00000091656	ZFHX4
36	7	40	20	8	100	20	13	2	11	7	12	36	12	1	0	10	0	26	16	44	162239	ENSG00000184517	ZFP1
21	1	33	27	11	102	14	13	2	9	17	19	34	8	3	0	12	1	17	8	22	57677	ENSG00000142065	ZFP14
3	0	1	3	4	10	0	0	1	0	5	6	0	2	0	0	2	0	4	3	1	80108	ENSG00000198939	ZFP2
23	0	30	9	3	38	7	17	3	15	14	4	31	8	1	0	4	0	24	11	26	140612	ENSG00000196867	ZFP28
14	4	19	18	4	42	7	5	2	15	7	8	60	16	2	0	8	0	30	5	32	124961	ENSG00000180787	ZFP3
18	9	27	37	4	48	8	8	2	12	22	15	34	4	2	1	9	1	29	9	15	22835	ENSG00000120784	ZFP30
1466	158	2293	794	403	1230	236	174	30	317	318	446	605	143	313	2	171	22	433	237	446	7538	ENSG00000128016	ZFP36
1800	651	1495	2029	1164	5041	791	672	205	959	818	982	2163	538	414	3	612	49	1199	685	1428	677	ENSG00000185650	ZFP36L1
423	138	604	410	226	515	65	39	13	222	227	286	522	103	99	5	214	18	404	189	305	678	ENSG00000152518	ZFP36L2
7	0	6	2	2	12	0	0	0	3	2	4	8	1	2	0	3	0	5	4	8	7539	ENSG00000136866	ZFP37
52	4	38	16	2	70	13	2	0	16	10	7	63	14	21	0	24	2	36	10	11	286128	ENSG00000181638	ZFP41
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	132625	ENSG00000179059	ZFP42
2	0	0	3	0	17	1	5	0	0	1	0	2	1	2	0	1	1	1	0	1	346171	ENSG00000204644	ZFP57
56	5	31	68	16	205	31	29	2	30	35	33	108	20	3	0	31	2	35	30	84	643836	ENSG00000196670	ZFP62
33	4	9	12	1	94	13	19	2	9	18	16	47	6	2	0	10	1	21	7	38	55734	ENSG00000020256	ZFP64
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319123	NA	ZFP64P1
