#NAME	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
#CLASS_CvsI	Infected	Infected	Infected	Infected	Infected	Control	Control	Control	Control	Control
RP11-369G6.2	0	0	0	0	0	0	0	0	0	0
RP11-369J21.11	0	0	0	0	0	0	0	0	0	0
RP11-369J21.12	0	0	0	0	0	0	0	0	0	0
RP11-369K16.1	1	3	0	0	1	0	0	1	0	0
RP11-369K17.1	2	0	0	0	0	0	0	0	0	0
RP11-369K17.2	0	0	0	0	0	0	0	0	0	0
RP11-36B15.1	1	0	0	0	0	0	0	0	1	0
RP11-36B6.1	0	0	0	0	0	0	0	1	0	0
RP11-36C20.1	9	4	16	0	13	1	0	3	0	0
RP11-36D19.8	0	0	0	0	0	0	0	0	0	0
RP11-36D19.9	0	0	2	0	0	0	0	0	0	0
RP11-36I17.2	0	0	1	0	0	0	0	0	0	0
RP11-36N20.1	2	2	0	0	3	0	0	2	0	1
RP11-370A5.1	0	0	1	0	0	0	0	0	0	0
RP11-370A5.2	0	0	0	0	0	0	0	0	0	0
RP11-370B11.3	0	0	0	0	2	1	0	0	0	0
RP11-370B6.1	0	0	0	0	0	0	0	0	0	0
RP11-370F5.4	1	0	0	0	0	0	0	0	0	0
RP11-370I10.10	0	0	0	0	1	0	0	0	0	0
RP11-370I10.11	0	0	0	0	0	0	0	0	0	0
RP11-370I10.12	5	12	20	1	11	3	0	0	10	2
RP11-370I10.2	0	0	1	0	0	0	0	0	0	0
RP11-370I10.4	0	0	0	0	0	0	0	0	0	0
RP11-370I10.6	0	0	0	0	0	0	0	0	0	0
RP11-370K11.1	0	0	0	0	0	0	0	0	0	0
RP11-370P15.1	0	0	0	0	0	0	0	0	0	0
RP11-370P15.2	0	0	0	0	0	0	0	0	0	0
RP11-371A19.2	2	2	1	0	0	0	0	2	0	0
RP11-371E8.2	0	0	0	0	0	0	0	0	0	0
RP11-371E8.4	0	0	0	0	0	0	0	0	0	0
RP11-371F15.3	0	0	0	0	1	0	0	0	0	0
RP11-371I20.2	1	1	1	1	0	0	0	0	0	0
RP11-371M22.1	0	0	0	0	0	0	0	0	0	0
RP11-372B4.3	0	0	0	0	0	0	0	0	0	0
RP11-372E1.1	0	0	1	0	1	0	3	0	0	0
RP11-372E1.4	0	0	0	0	0	0	0	0	0	0
RP11-372E1.7	0	0	0	0	0	0	0	0	0	0
RP11-372H2.1	0	0	0	0	0	0	0	0	0	0
RP11-372K14.2	10	0	13	1	10	3	0	4	0	0
RP11-372K20.1	0	0	0	0	0	0	0	0	0	0
RP11-372M18.1	0	0	0	0	0	0	0	0	0	0
RP11-372M18.2	0	0	0	0	0	0	0	0	0	0
RP11-373A6.1	0	0	0	0	0	0	0	0	0	0
RP11-373D23.2	8	12	12	1	8	1	0	17	8	0
RP11-373D23.3	5	1	0	0	1	0	0	1	3	1
RP11-373D7.1	0	0	0	0	0	0	0	0	0	0
RP11-373E16.1	0	0	0	0	0	0	0	0	0	0
RP11-373E16.3	0	0	0	1	1	0	0	0	0	0
RP11-373E16.4	0	0	0	0	0	0	0	0	0	0
RP11-373F14.1	0	0	0	0	0	0	0	0	0	0
RP11-373F14.2	0	0	0	0	0	0	0	0	0	0
RP11-373I8.1	0	0	0	0	0	0	0	0	0	0
RP11-373J21.1	0	0	0	0	0	0	0	0	0	0
RP11-373L24.1	0	0	0	0	0	0	0	0	0	0
RP11-373N22.3	1	4	4	0	3	0	0	0	2	0
RP11-373N24.2	0	0	0	0	0	0	0	0	0	0
RP11-374A22.1	0	0	0	0	0	0	0	0	0	0
RP11-374A4.1	0	0	0	0	0	0	0	0	0	0
RP11-374F3.5	1	8	5	1	1	0	0	1	2	0
RP11-374I15.1	0	0	0	1	0	0	0	0	0	0
RP11-374M1.10	0	0	0	0	2	0	0	0	3	0
RP11-374M1.11	0	0	0	0	0	0	0	0	0	0
RP11-374M1.2	0	0	1	0	0	0	0	0	1	1
RP11-374M1.3	0	0	0	0	0	0	0	0	0	0
RP11-374M1.4	0	0	0	0	0	0	0	0	0	0
RP11-374M1.5	0	0	0	0	0	0	0	0	0	0
RP11-374M1.7	0	0	0	0	0	0	0	0	0	0
RP11-374M1.9	0	0	0	0	0	0	0	0	0	0
RP11-374N7.2	0	0	0	0	0	0	0	0	0	0
RP11-374P20.4	10	4	4	0	2	1	1	1	0	0
RP11-375A20.1	0	0	0	0	0	0	0	0	0	0
RP11-375A5.1	0	0	0	0	0	0	0	0	0	0
RP11-375B1.1	0	0	0	0	0	0	0	0	0	0
RP11-375B1.2	0	0	0	0	0	0	0	0	0	0
RP11-375D13.1	0	0	0	0	0	0	0	0	0	0
RP11-375D13.3	0	0	0	0	0	0	0	0	0	0
RP11-375D13.4	0	0	0	0	0	0	0	0	0	0
RP11-375H17.1	0	0	0	0	0	0	0	0	0	0
RP11-375H19.2	0	1	1	0	0	0	0	0	0	0
RP11-375I20.6	1	0	0	1	1	1	0	2	0	1
RP11-375N15.1	0	0	0	0	0	0	0	0	0	0
RP11-375N15.2	1	3	5	0	1	0	0	1	0	0
RP11-375N9.2	0	0	0	0	1	0	0	0	0	0
RP11-375O18.2	0	0	0	0	0	0	0	0	0	0
RP11-376M2.2	0	1	2	0	0	0	0	1	1	0
RP11-376N17.4	0	0	0	0	0	0	0	0	1	0
RP11-376O6.2	0	0	1	0	1	0	0	0	1	0
RP11-376P6.3	1	0	2	0	0	0	0	0	0	4
RP11-377D9.1	0	0	0	0	0	0	0	0	0	0
RP11-377D9.3	0	0	0	0	1	0	0	0	0	0
RP11-377G16.2	4	0	0	0	0	1	0	0	0	0
RP11-377H23.1	0	0	0	0	0	0	1	0	0	0
RP11-377K22.2	0	0	0	0	0	0	0	0	0	0
RP11-377K22.3	0	0	0	0	0	0	0	0	0	0
RP11-378A12.1	0	0	0	0	0	0	0	0	0	0
RP11-378A13.1	7	3	16	1	8	0	0	0	1	0
RP11-378A13.2	0	0	0	0	0	0	0	0	0	0
RP11-378E13.3	0	0	0	2	3	0	0	0	0	0
RP11-378E13.4	1	0	0	0	0	0	0	0	0	0
RP11-378G13.2	4	0	4	0	1	1	0	0	0	0
RP11-378I13.1	0	0	0	0	0	0	0	0	0	0
RP11-378I6.1	0	1	0	0	0	0	1	0	0	0
RP11-378I6.2	2	0	0	0	0	0	0	0	0	0
RP11-378I6.3	0	0	0	0	0	0	0	0	0	0
RP11-378J18.10	0	0	0	0	0	0	0	0	0	0
RP11-378J18.6	5	0	0	1	0	0	0	0	2	0
RP11-378J18.8	21	8	14	0	6	1	0	7	6	4
RP11-378J18.9	6	5	5	0	0	0	0	0	4	0
RP11-378N18.1	0	0	0	0	0	0	0	0	0	0
RP11-379B18.1	0	0	0	0	1	0	0	0	0	0
RP11-379B18.5	36	17	34	2	37	18	0	4	14	1
RP11-379B18.6	0	0	0	0	0	0	0	0	0	0
RP11-379B8.1	0	0	1	0	0	0	0	0	0	0
RP11-379C10.1	0	0	0	0	0	0	0	0	0	0
RP11-379C10.4	0	1	1	0	1	0	0	2	0	0
RP11-379F12.3	1	0	0	0	0	0	0	0	0	0
RP11-379F12.4	0	0	0	0	0	0	0	0	0	0
RP11-379F4.1	0	1	1	0	0	0	0	0	0	0
RP11-379F4.4	51	7	7	1	32	11	1	11	6	2
RP11-379F4.6	2	1	1	0	0	0	0	0	0	0
RP11-379F4.7	7	0	2	0	6	4	0	1	4	0
RP11-379F4.8	5	0	0	0	1	0	0	0	1	0
RP11-379F4.9	0	0	2	0	1	0	0	0	0	0
RP11-379H18.1	45	19	16	0	35	20	5	2	17	5
RP11-379H8.1	0	0	0	0	0	0	0	0	0	0
RP11-379I19.1	0	0	0	0	0	0	0	0	0	0
RP11-379I19.2	0	0	0	0	0	0	0	0	0	0
RP11-379I19.3	0	0	0	0	0	0	0	0	0	0
RP11-379J13.1	0	0	0	0	0	0	0	0	0	0
RP11-379J13.2	0	0	0	0	0	0	0	0	0	0
RP11-379J5.5	0	0	2	0	1	0	0	0	2	0
RP11-379K17.12	0	0	0	0	0	0	0	0	0	0
RP11-379K17.2	0	0	1	0	0	0	0	0	0	0
RP11-379K17.4	0	1	3	0	1	0	0	0	0	0
RP11-379K17.5	0	0	0	0	0	0	0	0	0	0
RP11-379K17.9	1	0	1	0	3	0	0	2	0	0
RP11-379K22.2	0	0	1	0	6	1	0	0	0	0
RP11-379K22.3	0	0	0	1	0	0	0	0	1	0
RP11-379L18.1	0	0	0	0	0	0	0	0	0	0
RP11-379L18.2	0	0	0	0	0	0	0	0	0	0
RP11-379L18.3	0	0	0	0	0	0	0	0	0	0
RP11-379P1.4	0	0	0	1	0	0	0	0	0	0
RP11-379P15.1	0	0	0	0	1	0	0	0	0	0
RP11-37B2.1	201	60	112	14	106	41	3	22	36	4
RP11-37C7.1	0	0	0	0	0	0	0	0	0	0
RP11-37C7.2	0	0	0	0	0	0	0	0	0	0
RP11-37C7.3	6	3	1	0	2	1	0	0	1	0
RP11-37J13.1	0	0	1	3	1	0	0	0	0	0
RP11-37L2.1	0	0	0	0	0	0	0	0	0	0
RP11-37N22.1	1	0	1	0	0	0	0	0	0	0
RP11-37O16.3	19	2	2	0	0	0	1	2	0	0
RP11-37O16.4	1	0	0	0	0	1	1	0	1	0
RP11-37O16.6	0	1	1	0	1	4	0	2	0	1
RP11-37O16.7	0	1	0	0	0	0	0	1	1	4
RP11-37O16.8	0	0	0	0	0	0	0	0	0	0
RP11-380B4.3	21	3	4	0	6	0	2	16	0	0
RP11-380D11.2	0	0	0	0	0	0	0	0	0	0
RP11-380D15.2	0	0	0	0	0	0	0	0	0	0
RP11-380D15.3	0	0	0	0	0	0	0	0	0	0
RP11-380D23.1	1	0	0	0	0	0	0	0	1	0
RP11-380D23.2	0	0	0	0	0	0	0	0	0	0
RP11-380F14.2	0	0	0	0	0	0	0	0	0	0
RP11-380G5.2	6	3	4	0	3	2	0	5	6	3
RP11-380G5.3	8	8	3	2	11	6	7	21	15	1
RP11-380I10.2	0	0	0	0	0	0	0	0	1	0
RP11-380I10.3	0	0	1	0	0	0	0	0	0	0
RP11-380I10.4	0	0	0	0	0	0	0	0	0	0
RP11-380I20.2	0	0	0	0	0	0	0	0	0	0
RP11-380J14.1	1	0	0	0	0	2	0	0	0	0
RP11-380L11.4	0	0	2	0	0	0	0	0	0	0
RP11-380M21.1	4	1	4	0	9	2	1	3	0	2
RP11-380M21.2	0	0	1	0	0	0	0	0	0	0
RP11-380M21.3	0	0	5	0	2	0	0	0	0	0
RP11-380M21.4	0	0	4	0	0	0	0	2	0	0
RP11-380N8.6	0	0	0	0	0	0	0	0	0	0
RP11-380N8.7	1	0	0	0	0	0	0	0	0	0
RP11-380O24.1	0	0	0	0	1	1	0	0	2	0
RP11-380P13.1	0	0	0	0	0	0	0	0	0	0
RP11-381E24.1	0	1	5	0	0	0	0	1	1	0
RP11-381E24.4	1	0	0	0	0	0	0	0	0	0
RP11-381I15.1	0	0	0	0	0	0	0	0	0	0
RP11-381K20.2	5	6	0	0	10	2	1	1	3	0
RP11-381K20.4	0	1	1	0	0	0	0	0	0	0
RP11-381K7.1	0	0	0	0	0	0	0	0	0	0
RP11-381N20.1	0	0	0	0	0	0	0	0	0	0
RP11-381N20.2	0	0	0	0	0	0	0	0	0	0
RP11-381O6.1	0	0	2	0	0	0	0	0	0	0
RP11-381O7.3	0	0	0	0	0	0	0	0	0	0
RP11-381O7.4	0	0	0	0	0	0	0	0	0	0
RP11-381O7.6	0	0	0	0	0	0	0	0	0	0
RP11-381P6.1	0	0	0	1	0	0	1	0	0	0
RP11-382A18.3	0	0	0	0	0	0	0	0	0	0
RP11-382A20.1	1	0	1	0	0	0	0	3	1	1
RP11-382A20.2	0	0	0	0	0	0	0	0	0	0
RP11-382A20.4	5	5	7	0	2	0	0	0	1	0
RP11-382A20.5	0	0	1	0	3	1	0	0	0	0
RP11-382A20.6	0	0	0	0	0	0	0	0	0	0
RP11-382A20.7	1	0	0	0	6	8	0	0	0	0
RP11-382B18.1	0	0	0	0	0	0	0	1	0	0
RP11-382B18.3	0	0	0	0	0	0	0	0	0	0
RP11-382B18.5	0	0	0	0	2	0	0	0	0	0
RP11-382B18.6	0	0	0	0	0	0	0	0	0	0
RP11-382D12.1	0	0	0	0	0	0	0	0	0	0
RP11-382D12.2	1	0	0	0	2	1	1	0	0	0
RP11-382D8.3	0	0	0	0	1	0	0	0	0	0
RP11-382D8.5	0	4	1	0	0	0	0	1	1	0
RP11-382E9.1	0	0	1	0	0	0	0	0	0	0
RP11-382F24.1	0	0	0	0	0	0	0	0	0	0
RP11-382H24.2	1	0	0	0	0	0	0	0	1	0
RP11-382J12.1	11	6	16	1	17	2	1	1	9	3
RP11-382J24.2	7	0	4	1	8	0	0	2	0	0
RP11-382M14.1	0	0	0	0	0	0	0	0	0	0
RP11-382N13.1	0	0	0	0	0	0	0	0	0	0
RP11-382N13.2	0	0	0	0	0	0	0	0	0	0
RP11-382N13.3	0	1	0	0	0	0	0	0	0	0
RP11-382N13.4	0	0	0	0	0	0	0	0	0	0
RP11-382N13.6	0	0	0	0	0	0	0	0	0	0
RP11-383B24.3	0	0	0	0	0	0	0	0	0	0
RP11-383B4.4	0	0	0	0	0	1	0	0	0	0
RP11-383C5.3	0	6	0	0	0	1	0	0	0	0
RP11-383C5.5	0	0	0	0	0	0	0	0	0	0
RP11-383C5.8	0	0	0	0	0	0	0	0	0	0
RP11-383C6.2	0	0	0	0	0	0	0	0	0	0
RP11-383D22.1	0	0	0	0	0	1	0	0	0	0
RP11-383F6.1	21	0	4	0	5	1	0	1	0	0
RP11-383G10.1	0	0	0	0	0	0	0	0	0	0
RP11-383G10.3	1	0	1	0	0	1	0	1	0	0
RP11-383G10.5	0	1	0	0	0	0	0	0	0	0
RP11-383G6.3	4	0	1	0	3	0	0	3	0	0
RP11-383G6.4	0	0	0	0	0	0	0	0	0	0
RP11-383H13.1	60	18	23	1	38	18	5	6	4	7
RP11-383H17.4	0	0	0	0	0	0	0	0	0	0
RP11-383I23.2	0	2	0	1	0	0	0	0	0	0
RP11-383J24.1	0	0	0	0	0	0	0	0	0	0
RP11-383J24.2	0	0	0	0	1	0	0	0	0	0
RP11-383M4.2	0	0	0	0	0	0	0	0	0	0
RP11-383M4.6	0	1	2	1	5	2	0	1	0	0
RP11-384A12.1	2	1	0	0	0	0	0	0	0	1
RP11-384B12.2	1	0	0	0	0	0	0	0	1	0
RP11-384B12.3	0	0	4	0	1	0	0	0	0	0
RP11-384C12.1	0	0	0	0	0	0	0	0	0	0
RP11-384C21.9	0	0	0	0	1	0	0	0	0	0
RP11-384C4.2	1	2	5	0	2	0	0	1	0	0
RP11-384C4.3	1	0	5	0	5	0	1	2	1	0
RP11-384C4.6	3	0	1	0	3	0	0	6	0	0
RP11-384C4.7	0	4	2	0	0	0	0	3	0	0
RP11-384D10.1	0	0	0	0	0	0	0	0	0	0
RP11-384E22.1	0	0	0	0	0	0	0	0	0	0
RP11-384F7.1	0	0	0	0	0	0	0	0	0	0
RP11-384F7.2	16	13	15	1	14	36	0	21	0	1
RP11-384G23.1	1	0	0	0	0	0	0	0	0	0
RP11-384G23.2	0	0	0	1	0	0	0	0	0	0
RP11-384J4.1	0	0	0	0	0	0	0	0	0	0
RP11-384J4.2	0	0	0	0	0	0	0	0	0	0
RP11-384K6.2	9	15	3	4	7	2	0	4	2	1
RP11-384K6.4	0	0	0	0	1	0	0	0	0	0
RP11-384K6.6	53	39	48	6	66	23	1	22	21	1
RP11-384K6.8	0	0	1	0	0	0	0	0	0	0
RP11-384L8.1	3	2	7	2	4	2	0	0	6	0
RP11-384L8.2	0	0	0	0	1	1	0	0	1	0
RP11-384M15.3	0	0	5	0	0	0	0	0	3	0
RP11-384M20.1	3	1	3	0	0	2	0	0	2	0
RP11-384O8.1	0	0	2	0	0	1	0	1	0	1
RP11-384P14.1	0	0	0	0	0	0	0	0	0	0
RP11-384P7.5	0	0	0	0	0	0	0	1	0	0
RP11-384P7.7	2	4	1	0	5	1	1	1	0	0
RP11-385D13.1	0	1	0	0	1	2	0	0	1	0
RP11-385D13.3	0	0	6	0	8	3	0	1	0	0
RP11-385E5.5	0	0	0	0	0	0	0	0	0	0
RP11-385F5.4	9	3	6	1	1	1	0	4	1	0
RP11-385F5.5	1	1	0	0	4	5	0	0	1	0
RP11-385F7.1	0	0	0	0	0	0	0	0	0	0
RP11-385G16.1	0	0	0	0	0	0	0	0	0	0
RP11-385H1.1	0	0	1	0	0	0	0	0	0	0
RP11-385M4.1	0	0	1	0	0	0	0	0	0	0
RP11-385M4.2	0	0	0	0	0	0	0	0	0	0
RP11-385M4.3	0	0	0	0	0	0	0	0	0	0
RP11-385N17.3	0	0	0	0	0	0	0	0	0	0
RP11-385N23.1	0	0	0	0	0	0	0	0	0	0
RP11-386B1.1	0	0	0	0	0	0	0	0	0	0
RP11-386B13.1	0	0	0	0	0	0	0	0	0	0
RP11-386B13.3	0	0	0	0	0	0	0	0	0	0
RP11-386B13.4	0	0	0	0	0	0	0	0	0	0
RP11-386D6.1	0	0	0	0	1	0	0	0	0	0
RP11-386D6.2	0	0	0	0	0	0	0	0	0	0
RP11-386D6.3	0	0	0	0	0	0	0	0	0	0
RP11-386G11.10	2	1	0	0	0	2	0	0	2	0
RP11-386G11.11	0	0	1	0	0	0	0	0	0	0
RP11-386G11.3	0	0	0	0	0	0	0	0	0	0
RP11-386G11.5	3	4	1	0	2	1	0	1	3	2
RP11-386G11.8	0	0	0	0	0	0	0	0	0	0
RP11-386G21.1	0	0	0	0	1	0	0	0	0	0
RP11-386G21.2	0	0	0	0	2	0	0	0	0	0
RP11-386I14.2	0	0	0	0	1	0	0	0	0	0
RP11-386I14.3	0	0	1	2	1	0	0	0	1	0
RP11-386I14.4	2	0	2	0	1	0	0	0	0	6
RP11-386I23.1	10	5	6	0	19	2	0	4	11	1
RP11-386I8.4	1	0	0	0	0	0	0	0	0	0
RP11-386I8.5	0	0	1	0	0	0	0	0	0	0
RP11-386I8.6	1	0	0	0	1	0	0	1	0	0
RP11-386J22.3	17	19	9	0	20	19	1	7	18	2
RP11-386M24.1	0	0	0	0	0	0	0	0	0	0
RP11-386M24.10	0	1	0	1	0	0	0	0	4	0
RP11-386M24.3	9	7	0	0	2	3	1	2	3	0
RP11-386M24.4	0	0	1	1	0	1	0	0	0	0
RP11-386M24.5	0	0	0	0	0	0	0	0	0	0
RP11-386M24.6	5	3	6	0	1	1	0	1	5	0
RP11-386M24.8	0	0	0	0	0	0	0	0	0	0
RP11-386M24.9	0	0	0	0	0	0	0	0	0	0
RP11-386O9.2	0	0	0	0	0	0	0	0	0	0
RP11-386P4.1	0	0	0	0	0	0	0	0	0	0
RP11-387A1.5	0	0	1	0	0	0	0	0	0	0
RP11-387A1.6	1	0	0	0	0	0	0	0	0	0
RP11-387D10.4	0	0	0	0	0	0	0	0	0	0
RP11-387H17.4	0	0	0	0	0	1	0	0	0	0
RP11-387H17.6	1	1	1	0	2	0	0	0	2	0
RP11-387M24.5	0	0	0	0	0	0	0	0	0	0
RP11-388B24.4	0	0	0	0	0	0	0	0	0	0
RP11-388C12.1	1	0	0	0	0	0	0	0	0	0
RP11-388C12.5	1	0	0	0	0	0	0	0	0	0
RP11-388C12.8	0	0	0	0	0	0	0	0	0	0
RP11-388E23.2	0	0	0	0	1	0	0	0	0	0
RP11-388E23.3	0	0	0	0	0	0	0	0	0	0
RP11-388E23.4	0	0	0	0	0	0	0	0	0	0
RP11-388G22.1	0	0	0	0	0	0	0	0	0	0
RP11-388G3.1	0	0	0	0	0	0	0	0	0	0
RP11-388K12.1	0	0	0	0	0	0	0	0	0	0
RP11-388K12.2	0	0	0	0	0	0	0	0	0	0
RP11-388K12.3	1	0	0	0	0	0	0	0	0	0
RP11-388K2.1	1	2	3	0	0	1	0	1	1	0
RP11-388M20.1	0	0	0	0	1	2	0	0	0	0
RP11-388M20.2	0	0	0	0	0	0	0	0	0	0
RP11-388M20.6	0	0	0	0	1	0	0	1	0	0
RP11-388M20.7	0	0	0	0	0	0	0	0	0	0
RP11-388N2.1	0	0	0	0	0	0	0	0	0	0
RP11-388P9.2	1	3	0	0	0	0	1	0	3	0
RP11-389C8.1	1	0	0	0	0	0	0	0	0	0
RP11-389C8.2	68	10	14	2	11	7	1	19	6	7
RP11-389G6.3	1	1	0	0	0	0	0	0	0	0
RP11-389G6.4	0	0	0	0	0	0	0	0	0	0
RP11-389J22.1	0	0	0	0	0	0	0	0	0	0
RP11-389J22.3	0	0	0	0	0	0	0	0	0	0
RP11-389O22.1	1	0	0	0	1	0	0	0	0	0
RP11-389O22.4	0	0	3	1	0	0	0	0	0	0
RP11-389O22.5	0	0	1	0	0	0	0	0	0	0
RP11-38C17.1	0	0	1	0	0	0	0	0	0	0
RP11-38C18.2	0	0	0	0	0	0	0	0	0	0
RP11-38C18.3	0	0	0	0	0	0	0	0	0	0
RP11-38F22.1	0	0	0	0	0	0	0	0	0	0
RP11-38G5.2	0	2	0	1	0	0	0	0	0	0
RP11-38G5.3	0	0	0	0	0	0	0	0	0	0
RP11-38H17.1	0	0	0	0	0	0	0	0	0	0
RP11-38J22.1	0	0	0	0	0	0	0	0	0	0
RP11-38J22.2	0	0	0	0	0	0	0	0	0	0
RP11-38J22.3	0	0	0	0	0	0	0	0	0	0
RP11-38L15.2	0	1	0	0	0	0	0	0	0	0
RP11-38L15.3	13	2	2	0	8	0	0	1	1	0
RP11-38L15.8	0	0	0	0	0	0	0	0	0	0
RP11-38M15.11	0	0	0	0	0	0	0	0	0	0
RP11-38M8.1	1	0	0	0	0	0	1	0	0	0
RP11-38O14.5	0	0	0	0	0	0	0	0	0	0
RP11-38O14.6	0	0	0	0	0	0	0	0	0	0
RP11-38O23.3	0	0	0	0	0	0	0	0	0	0
RP11-38O23.4	0	0	0	0	0	0	0	0	0	0
RP11-38O23.7	0	0	0	0	0	0	0	0	0	0
RP11-390B4.3	0	0	3	0	1	0	0	0	4	0
RP11-390C19.1	0	0	0	0	0	0	0	0	0	0
RP11-390D11.1	0	0	0	0	1	1	0	0	0	0
RP11-390E23.3	0	0	0	0	0	0	0	0	0	0
RP11-390E23.6	27	4	0	4	19	3	3	8	7	2
RP11-390F10.3	0	0	0	0	0	0	0	0	0	0
RP11-390F4.10	0	0	0	0	2	0	0	0	0	0
RP11-390F4.2	0	0	0	1	0	0	0	0	0	0
RP11-390F4.3	2	1	5	0	4	1	0	0	3	0
RP11-390F4.6	0	0	0	0	0	0	0	0	0	0
RP11-390G14.1	0	0	0	0	0	0	2	0	0	0
RP11-390K5.1	0	0	0	0	2	0	0	0	0	0
RP11-390K5.3	0	0	0	0	0	0	0	2	0	0
RP11-390K5.6	0	0	0	0	5	2	0	0	4	0
RP11-390M11.1	0	0	0	1	0	0	0	0	0	0
RP11-390N6.1	0	0	0	0	0	0	0	0	0	0
RP11-390P2.2	4	1	6	0	1	4	0	0	1	0
RP11-390P2.4	0	1	0	0	0	1	0	0	0	0
RP11-390P24.1	8	5	7	0	2	2	0	1	0	0
RP11-391A7.1	2	3	2	1	3	0	0	1	3	0
RP11-391H12.8	1	1	1	0	0	0	0	2	0	0
RP11-391J13.1	0	0	0	1	0	0	0	0	0	0
RP11-391J2.3	0	0	0	0	0	0	0	0	0	0
RP11-391L3.1	0	0	0	0	0	0	0	0	0	0
RP11-391L3.3	127	36	41	7	38	22	14	32	17	6
RP11-391L3.4	95	36	42	2	25	5	5	36	20	7
RP11-391L3.5	26	11	8	0	3	5	2	11	16	0
RP11-391M7.3	0	0	0	0	0	0	0	0	0	0
RP11-392A14.8	0	0	0	0	1	0	0	0	0	0
RP11-392A14.9	0	0	2	0	2	1	0	1	2	0
RP11-392B6.1	3	1	7	0	5	2	0	5	4	2
RP11-392C20.1	0	0	0	0	0	0	0	0	0	0
RP11-392E22.10	0	0	0	0	0	0	0	0	0	0
RP11-392E22.11	0	1	1	0	0	0	0	0	0	0
RP11-392E22.3	0	0	0	0	0	0	0	0	0	0
RP11-392E22.5	0	0	0	0	0	0	0	0	0	0
RP11-392E22.9	0	0	1	0	1	0	0	0	0	0
RP11-392L5.2	0	0	0	0	1	0	0	0	0	0
RP11-392M9.2	1	0	0	0	0	0	0	0	0	0
RP11-392O1.4	0	0	0	0	0	0	0	0	0	0
RP11-392O17.1	4	0	0	0	4	0	0	0	0	0
RP11-392O17.2	30	9	8	1	2	4	0	8	6	0
RP11-392O18.2	2	4	1	0	1	0	0	1	0	0
RP11-392P7.1	1	1	1	1	0	1	0	0	0	1
RP11-392P7.6	6	9	8	1	11	11	1	2	4	2
RP11-392P7.7	0	0	0	0	0	0	0	0	0	0
RP11-393B14.2	0	0	0	0	0	0	0	0	0	0
RP11-393I2.2	15	8	3	1	21	12	4	32	8	3
RP11-393I2.4	5	0	4	0	5	10	0	6	9	0
RP11-393I23.3	0	0	0	0	0	0	0	0	0	0
RP11-393I23.4	0	0	0	0	0	0	0	0	0	0
RP11-393J16.4	0	0	0	0	0	0	0	0	0	0
RP11-393K10.1	0	0	0	0	0	0	0	0	0	0
RP11-393K12.2	0	0	0	0	0	0	0	0	0	0
RP11-393K12.4	0	0	0	0	0	0	0	0	0	0
RP11-393K19.1	0	0	0	0	0	0	0	0	0	0
RP11-393M18.1	0	0	0	0	0	0	0	0	0	0
RP11-393M18.5	0	0	0	0	0	0	0	0	0	0
RP11-393N21.1	0	0	0	0	0	0	0	0	0	0
RP11-393N4.1	0	0	0	0	0	0	0	0	0	0
RP11-393N4.2	0	0	0	0	0	0	0	0	1	0
RP11-394A14.2	0	0	0	0	0	0	0	0	0	0
RP11-394A14.4	0	0	0	0	0	0	0	0	0	0
RP11-394B2.1	6	4	8	1	12	6	0	2	1	0
RP11-394B2.3	0	0	0	0	0	0	0	0	0	0
RP11-394B2.5	22	11	13	8	20	10	3	3	6	0
RP11-394B2.6	1	1	0	0	1	0	0	0	0	0
RP11-394B2.7	0	1	0	3	5	0	1	1	0	0
RP11-394B5.2	0	0	0	0	0	0	0	0	0	0
RP11-394D2.1	0	0	0	0	1	0	1	0	0	0
RP11-394G3.2	0	0	0	0	1	0	0	0	0	0
RP11-394I13.1	0	0	0	0	3	0	0	0	0	0
RP11-394I13.2	5	0	0	0	4	0	0	0	1	0
RP11-394I13.3	0	0	0	0	0	0	0	0	1	0
RP11-394J1.2	1	1	0	0	2	1	0	1	0	0
RP11-394O2.3	3	0	1	0	2	0	0	0	1	0
RP11-394O4.3	0	0	0	0	0	0	0	0	0	0
RP11-394O4.5	14	24	80	8	87	60	4	65	22	5
RP11-394O4.6	0	0	0	0	0	0	0	0	0	0
RP11-395A13.2	0	0	4	0	0	1	0	1	0	0
RP11-395B20.1	0	0	0	0	0	0	0	0	0	0
RP11-395B20.2	0	0	0	0	0	0	0	0	0	0
RP11-395B7.2	0	0	1	0	0	0	0	0	0	0
RP11-395B7.4	0	0	1	0	1	0	0	0	0	0
RP11-395C17.1	0	0	2	1	0	0	0	2	1	0
RP11-395C3.1	1	0	0	0	0	1	0	0	0	0
RP11-395D3.1	0	0	0	0	0	0	0	0	0	0
RP11-395E19.2	0	0	0	0	0	0	0	0	0	0
RP11-395E19.3	0	0	0	0	0	0	0	0	0	0
RP11-395E19.4	0	0	0	0	0	0	0	0	0	0
RP11-395E19.5	0	0	0	0	0	0	0	0	0	0
RP11-395E19.6	0	0	0	0	0	0	0	0	0	0
RP11-395F4.1	0	0	0	0	0	0	0	0	0	0
RP11-395G17.1	0	0	0	0	0	0	0	0	0	0
RP11-395G23.3	15	3	7	0	11	7	0	0	6	0
RP11-395I14.2	6	0	4	2	0	0	0	0	0	0
RP11-395I6.1	0	0	0	0	0	0	0	0	0	0
