	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
RP13-238F13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-238N7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-24G8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-254B10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP13-258O15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
RP13-259N13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-262C2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-266I11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-26D14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-270P17.1	7	1	6	9	1	9	1	2	3	1	1	0	7	5	0	0	6	0	3	1	5
RP13-270P17.2	7	0	0	4	0	8	1	1	1	0	0	0	1	0	0	0	0	0	1	0	2
RP13-270P17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-278H16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-279N23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-297E16.4	0	0	0	0	0	1	0	0	1	0	0	1	5	5	0	0	1	0	1	0	0
RP13-297E16.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-30A9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-30A9.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP13-313G19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP13-314C10.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-317D12.3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	5
RP13-324D24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-329D4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-33H18.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
RP13-346H10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-347D8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-347D8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP13-348B13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-349O20.2	0	0	0	4	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	1	4
RP13-34L8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-34L8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-359K18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-362E11.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-36G14.3	4	1	4	1	0	1	0	0	0	1	0	0	8	1	0	0	0	0	0	0	0
RP13-36G14.4	0	0	2	8	0	0	0	0	0	3	0	2	4	0	0	0	0	0	0	1	1
RP13-379L11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RP13-379L11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-379L11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-379L11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-379O24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-379O24.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-383K5.4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP13-392I16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-395E19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-395E19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP13-395E19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-39P12.2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	2	2
RP13-39P12.3	1	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
RP13-401N8.1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RP13-401N8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-401N8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-401N8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-401N8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-415G19.2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP13-436F16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-43E11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-444H2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP13-444K19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-452N2.1	2	0	5	0	2	6	1	0	0	2	1	7	4	1	1	0	0	0	1	1	1
RP13-455A7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-461N9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-463N16.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-465B17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-465B17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-467H17.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP13-46H24.1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
RP13-476E20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-483F6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-487C10.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
RP13-487K5.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-487P22.1	1	1	0	10	1	5	1	1	0	0	1	0	4	1	0	0	2	0	2	1	2
RP13-488H8.1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP13-492C18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-492C18.2	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP13-494C23.1	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0
RP13-497K6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-49I15.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP13-507P19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-507P19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-512J5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-514E23.1	3	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
RP13-514E23.2	0	0	0	2	0	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
RP13-516M14.1	5	1	9	10	0	16	6	1	0	1	3	9	9	2	0	1	6	1	0	1	9
RP13-516M14.10	10	1	8	6	0	9	9	1	1	2	0	1	15	6	0	0	1	0	5	0	2
RP13-516M14.2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	1	0	1	1	3
RP13-516M14.4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-516M14.8	11	0	11	10	0	4	3	1	0	2	2	3	3	6	4	0	5	0	4	1	2
RP13-526J3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-52K8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-539F13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-539F13.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RP13-539J13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-539J13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-539J13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-554M15.2	1	1	22	17	5	1	3	4	1	1	2	2	18	3	0	0	1	0	4	0	0
RP13-554M15.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP13-554M15.7	53	3	80	35	1	92	14	20	3	3	9	9	34	12	9	0	15	1	27	13	31
RP13-554M15.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-560N11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-565O16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP13-577H12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-577H12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-578N3.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-57D9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-580B18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-580B18.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-580B18.4	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0
RP13-580F15.2	0	0	0	0	0	2	0	1	0	0	0	1	9	0	0	0	0	0	0	0	0
RP13-582L3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-582O9.5	0	0	1	2	0	0	1	0	1	2	0	3	4	1	3	0	2	0	2	0	0
RP13-582O9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-585F24.1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-608F4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-60M5.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-60P5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP13-612N21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-614K11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-616I3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RP13-619I2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-631K18.2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP13-631K18.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-631K18.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-635I23.3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RP13-638C3.2	0	0	1	5	1	4	0	0	0	1	1	1	3	1	0	0	0	0	1	0	4
RP13-638C3.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP13-638C3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-638C3.5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	1	0	0
RP13-638C3.6	2	1	1	3	0	1	3	0	0	0	0	2	2	1	0	0	1	0	0	0	0
RP13-643D4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-644M16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-644M16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-644M16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-644M16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-644M16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-650G11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-650J16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-653N12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-653N12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-672B3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-672B3.5	0	0	0	0	0	7	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
RP13-685P2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP13-685P2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-714J12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP13-726E6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP13-726E6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
RP13-735L24.1	10	1	0	1	0	3	0	1	0	0	0	0	3	1	1	0	0	1	2	5	1
RP13-753N3.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0
RP13-753N3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-75G22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-766D20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-766D20.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP13-766D20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-77O11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP13-77O11.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-77O11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-786C16.1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RP13-7D7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-81N3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-820C6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-820C6.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-824C8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-870H17.3	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
RP13-884E18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-884E18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-884E18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-88F20.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-890H12.2	0	0	1	1	0	1	0	0	0	4	1	0	0	0	1	0	0	0	0	1	1
RP13-895J2.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.6	0	0	0	1	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-895J2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-923O23.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-923O23.7	0	0	1	3	0	5	1	0	0	1	0	2	6	1	0	6	0	0	1	0	7
RP13-926M18.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-93L13.1	0	0	4	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RP13-93L13.2	0	0	2	1	0	20	3	3	0	2	5	2	6	0	1	0	0	0	0	0	1
RP13-941N14.1	0	0	1	0	0	0	0	0	0	1	1	0	4	1	0	0	1	0	0	0	0
RP13-942N8.1	1	0	0	0	0	2	0	1	0	2	1	1	5	1	0	0	0	0	4	1	1
RP13-977E11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP13-977J11.2	1	0	0	0	0	1	0	0	0	0	1	0	6	8	0	0	6	0	5	0	10
RP13-977J11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-977J11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-977J11.6	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
RP13-977J11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-977J11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-991F5.2	0	0	0	6	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1
RP1L1	0	0	3	0	0	4	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1
RP2	43	23	69	25	26	117	19	18	4	43	34	12	92	21	5	0	24	1	60	36	80
RP3-322G13.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-323A16.1	1	0	0	8	0	3	0	0	0	0	1	1	10	3	5	0	1	0	2	3	0
RP3-323B6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-323K23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-323N1.2	9	3	7	11	6	19	3	2	1	3	1	6	11	2	0	0	0	0	12	1	3
RP3-323P24.3	0	1	0	2	0	7	0	0	0	1	0	0	10	1	0	0	0	0	1	0	4
RP3-324O17.7	0	0	3	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
RP3-324O17.8	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	3	0	0
RP3-325F22.3	5	0	10	5	2	6	5	1	0	0	3	2	5	0	0	0	0	0	1	0	4
RP3-325F22.5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-326I13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-326L13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-327A19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-329A5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-329A5.8	2	1	1	9	1	5	2	1	0	1	6	3	6	2	1	0	0	0	2	3	1
RP3-329E20.2	1	0	12	6	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	3
RP3-330M21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-331H24.4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
RP3-331H24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-331H24.6	36	8	66	19	9	58	9	8	5	15	16	7	45	6	4	0	15	1	36	7	29
RP3-331H24.7	6	1	7	1	3	16	5	2	0	0	7	2	5	0	1	0	3	0	1	1	4
RP3-332B22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-332O11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-333A15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-333A15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-333B15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RP3-333B15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-333B15.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-333H23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-333H23.9	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
RP3-334F4.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-334F4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-335N17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-336K20__B.2	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
RP3-337D23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-337H4.10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-337H4.6	0	0	0	1	0	4	0	2	0	0	0	1	6	0	1	0	0	0	3	0	1
RP3-337H4.8	0	1	1	2	1	0	0	0	0	0	1	1	2	1	1	0	2	0	4	0	1
RP3-337H4.9	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-337O18.9	1	0	0	1	1	3	0	2	0	2	0	7	2	0	0	0	0	1	2	0	1
RP3-339A18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-339A18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340B19.2	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	1	1
RP3-340B19.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340B19.5	4	0	4	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0
RP3-340H11.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340N1.2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-340N1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-341D10.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-341O5.3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
RP3-342P20.2	5	4	0	2	0	7	0	0	0	1	1	2	5	4	0	0	6	0	1	0	3
RP3-343K2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-344J20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-344J20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-347M6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-347M6.2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-347M6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-348I23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP3-348I23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-352A20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-354J5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-354N19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-354N19.3	1	0	1	6	0	3	0	1	0	0	1	1	4	0	2	0	2	0	5	0	4
RP3-355L5.3	1	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1	1
RP3-355L5.4	0	0	0	1	1	0	0	0	0	1	1	0	6	2	1	0	0	0	0	0	1
RP3-355L5.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RP3-357I16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-358H7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-359N14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RP3-359N14.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP3-363L9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-364H10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-365I19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-365O12.2	0	1	0	2	0	5	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
RP3-366N23.4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
